region,Gradient_1_loading,Gradient_2_loading,Gradient_3_loading,Gradient_4_loading,Gradient_5_loading,Gradient_6_loading,Gradient_7_loading,Gradient_8_loading,Gradient_9_loading,Gradient_10_loading,Gradient_11_loading,Gradient_12_loading,Gradient_13_loading,Gradient_14_loading,Gradient_15_loading,Gradient_16_loading,Gradient_17_loading,Gradient_18_loading,Gradient_19_loading,Gradient_20_loading,Gradient_21_loading,Gradient_22_loading,Gradient_23_loading,Gradient_24_loading,Gradient_25_loading,Gradient_26_loading,Gradient_27_loading,Gradient_28_loading,Gradient_29_loading,Gradient_30_loading
"Cort_Supramarginal Gyrus, posterior division",0.01336038748640352,0.019545536945376387,0.04463497858278324,-0.013119394006322055,-0.12142460218446391,0.17782661513769987,-0.02971461424426765,-0.14104464113569037,0.019264223346571966,-0.22325305382855293,0.05748694023271107,0.039372742200584086,-0.002342218654280104,-0.11607216967052272,0.07564347745103653,0.06705564775962779,0.1168708150628093,-0.024297165218149373,0.15230087232331244,0.04466517557186798,0.3763881597112087,-0.24454612298977668,-0.1131189162280543,-0.14473248084878393,-0.19521765495789087,0.03900145280354579,0.05368289803761614,-0.029629053535070365,0.14436364728798953,0.3466525911325087
"Cort_Temporal Fusiform Cortex, anterior division",0.04480376572542132,0.17240257579915214,0.006315157418164628,0.3287188600898371,0.06986987736210655,0.17294774191617382,-0.007175590984137956,-0.01513344219968339,-0.16578947303334488,-0.07850433570679803,0.049204697468844996,-0.04390870211042963,-0.09681221364487781,-0.15522519095693002,-0.13984934292848708,-0.12498643142689397,0.012320881070873741,-0.12397945493575695,-0.11019232783929345,0.07325692140633634,-0.06311555423782725,0.0655054331295868,-0.19985816361546993,-0.05810218647489632,-0.03901881564849876,0.03983974042994741,0.006242879938870497,0.13286597140709075,-0.044662249195081834,0.05521995573118318
"Cort_Temporal Fusiform Cortex, posterior division",0.06003825884514608,0.3538093769554342,0.053753842883677225,0.09128106424991313,0.12364584481525531,0.13850410670438934,-0.0008022059280474099,0.22759815809222667,0.14509074246557133,0.022549764379583715,0.08124932094796819,-0.005783813110290431,0.1159995863349871,-0.014451165328257165,-1.375447765164962e-05,-0.14629372045696665,-0.20258912247026772,0.12503583141546243,-0.022353333377713537,-0.024579579151153618,0.15812841913210543,0.04325178878529387,-0.07490981009016033,-0.023095478928172083,0.13911116271319862,0.007929593054739293,-0.015077174660596751,-0.0993246947119044,0.032800335621424793,0.02915253050275087
Cort_Temporal Occipital Fusiform Cortex,0.015305323433998382,-0.00862748975294864,0.01415361846106284,-0.06546656373623254,0.11798363346635607,0.00514129051665277,0.4810408884727798,-0.05448486031978546,-0.1507375853252733,0.1347122292926648,0.30061250195126105,-0.0553306703822008,0.2260314307504149,-0.0146946990957629,0.03539722502869253,-0.042184589611741666,0.09447638358829774,-0.0687229272344542,0.10655653139637497,0.01216535009445794,-0.01652882968828629,0.07862446185713622,0.03406329358693506,-0.028012058214418833,0.036675243592331964,-0.008743743056856742,0.04869254677191596,-0.023714121177262112,0.0039763986059406144,0.002620898625031343
Cort_Temporal Pole,0.21806164845767864,0.19499172178144913,-0.07358458796739356,0.05192185296664186,0.020822704474816503,0.09210148065466071,0.01796285116651448,-0.08748867668745207,-0.1365267685815988,0.06850669957665012,-0.13941866423354624,0.015017845875413955,-0.2296192678523986,-0.02198949708521968,-0.14030360144190673,-0.14739416549454387,0.05903122526638947,-0.026208463864545766,0.06742014353116062,-0.2073451754317975,-0.09267669372926139,-0.05168682900574774,0.025624976000680418,0.14317346705022652,-0.00973673904235512,0.07463865234787917,0.014859464325861877,-0.003523353234434414,0.2859341327535395,-0.17915067982024
Sub_Brain-Stem,-0.04876100437295378,-0.0012121107016962918,-0.10031303724451773,0.031507734300872156,-0.02356160898443806,0.016369763033562086,0.018406357858126353,-0.1191742637445975,0.07137341299635135,0.020077497688005968,0.04810109858334042,-0.07716292218562963,-0.12064189719556649,-0.21061517194617893,-0.014245422192881198,0.13299718185589346,-0.1242233206131822,0.06347879008424874,0.1063675894583762,-0.06114645516099277,-0.01333628858381802,-0.15145884778543486,0.29810304472346083,0.1285872586403145,0.41049756893983524,-0.17200417758778933,-0.3406458401004383,0.10414135466290667,-0.12318806068142628,0.020000168749940168
Sub_Left Accumbens,0.30554766286898777,-0.17077976154268504,-0.05360524948021122,0.0881187761453978,-0.13690039426781064,-0.09121252089590015,0.010034898626605417,0.21689815037564947,0.06857840613388813,-0.018670203483591274,0.17774905630440221,-0.024802307199753824,-0.04893268824240813,0.009510222299571115,-0.019693801683624574,0.09517707500112081,-0.10695277467890879,-0.07718587589450683,-0.0202378667486859,0.02004249527182964,0.15668429598354497,-0.004534479249804403,-0.12008972693055442,0.010309184549099064,-0.08058610155990789,0.15962741156033974,-0.03504111672051629,0.03119389623413901,-0.20155448681103158,-0.011015713710354433
Sub_Left Amygdala,-0.004466204977362414,0.1570890583750665,0.07406675279613173,-0.14460785774433238,-0.11468947040949018,-0.06637848658009983,-0.04208289604663013,0.17388806199526863,0.09111160735198426,0.027730983635542217,0.0800299431408658,0.20888542513323993,0.02958665301365287,-0.08712902514726517,0.0694618635514327,-0.22655992149788634,-0.0755292651551099,0.06232969494308599,0.11060541269547093,0.10486824269635651,-0.2308964801021381,-0.053656119086821594,-0.22771753970331796,-0.11596797436446998,0.10337842278319692,-0.10919951901405829,-0.2052631575154396,0.07139056794302735,0.06665703519519324,0.010685002142365358
Sub_Left Caudate,-0.05287250632446982,-0.024958877438681346,-0.11127272589876581,-0.012916467416529279,-0.18552618401429993,0.02202605166833284,0.06713534622394136,0.010792756324421159,-0.13333730164738541,-0.1193778132261685,-0.03147949450520476,-0.0976119454833609,0.0691730087614846,0.2810157243023755,-0.042772398451065625,-0.10826507109822689,-0.17415370450397705,0.1434325724126898,-0.20904404351229547,0.16295502118388222,0.15711503109828157,-0.24197398008479545,0.02602534477642933,-0.05807071881412785,0.032556672940340745,-0.1843141322215996,0.0020565149410228093,0.15501985548752414,0.19367845165979436,-0.0892515007828657
Sub_Left Hippocampus,0.0038208192060045147,0.03791798783393403,-0.2413018337728192,0.008303918676215724,-0.03384055359939949,-0.12062820200517695,0.024970634233122433,-0.04208551345811029,0.037648497680744124,-0.018075041412637587,-0.13746777876304048,0.310036781934309,0.15021855782310403,0.07470389998009662,-0.2895989216652881,0.15862109264209284,0.03592108329999848,-0.05099461386052467,0.0904911111459561,-0.09173310598307385,-0.01887893464996158,0.32452980718632324,-0.1206331120410614,-0.026910161955278886,0.06923944891065144,-0.0948706907431384,0.005353046006756836,-0.05295056905410203,0.05604430668746813,0.1849716746776808
Sub_Left Pallidum,0.23538595267599238,-0.11819604487779904,-0.1421110515307019,0.09938115548334134,-0.1060360310708378,-0.1465399057190675,-0.00968821248772096,0.22195887063586975,0.05969802253521893,-0.01330255358590985,0.12899442055794774,0.08883601784218488,-0.027812363019916707,0.032549181314536844,-0.15879118858653724,0.07331199572714928,-0.03133753303518871,-0.14287950748421127,0.031171751290205208,0.030479636538971278,0.09443012753088947,0.152485999568157,0.08187382065361784,0.035908688211177424,0.06600040772839942,0.0639984251978981,0.009955495199923786,-0.11914055826198958,0.01662033201906695,0.15224933640299776
Sub_Left Putamen,0.001007820302089871,0.022795330560821603,0.25266231248292426,0.15007300794877537,-0.07416638681758389,-0.023162355693601356,-0.014640755763313395,-0.023071357949764174,-0.01596214586339694,-0.16166264989172485,0.025563474064225645,0.11096705697089816,0.12271765766021912,0.20666738672035515,0.05482217039914861,0.277924518617523,0.20664584729391902,0.18529430548949682,0.18440307610726214,-0.10024083380147537,0.13467278389306178,-0.19711957228070254,0.05848655877152535,0.06064958400362306,0.14728149894379583,0.005605508202889715,0.059301346586007046,-0.03146412480441463,0.04563349851357768,0.018802138620238506
Sub_Left Thalamus,-0.03625982943230029,0.04028366758785511,0.04627360755687047,-0.044795091628563204,-0.05107645538438625,-0.013053556413149259,0.07152055521499856,0.012726241136269289,0.11928399519491908,-0.035141776577193105,-0.03249389608891603,-0.06745650828817454,-0.04140917211031313,-0.08383223518676411,-0.042507877729901375,0.04252705976028383,-0.04424243192300204,0.023872463171583796,0.09870421032861984,0.11253428335337659,0.06302985567933755,0.10738069384194053,0.02065581105641944,0.556849153256349,-0.21776668866190801,-0.058289787869723296,0.2578026615198612,0.5253588922226023,-0.06222224303915452,0.039793750112226876
Sub_Right Accumbens,0.006147030703184351,0.0037351885530801055,0.02428079409399339,-0.04662264314796745,0.026158477741777663,0.04267139017529861,-0.014413252061111187,-0.0036796682641566138,-0.01969790724835088,0.04944793240358927,-0.02310572931039385,0.03398790854734402,0.026452214072495706,0.06975033593919372,-0.04705436179192534,0.005680160123433402,0.013984167589552506,0.0040922020068346835,-0.05895741281059404,0.14452915828888402,0.018115031627594314,0.07913593848606973,0.07931957539514732,0.11533388888232628,0.20790382256914922,0.5853482676163793,-0.34193077107054054,0.20506699705817485,0.39576313178265365,0.1795338290433697
Sub_Right Amygdala,0.08102684343501922,0.2842093440593323,-0.06833707727887621,-0.08952806943420877,-0.11688900739274595,-0.10012002155179395,-0.0949045877225843,0.0380645616252857,-0.12287773337652637,0.031423645998256554,-0.09204625024353465,0.06277831482932252,0.03552265957201879,0.0974403360084875,0.18519303332206888,-0.11922935377773415,0.13619657434352167,-0.12228701886943838,0.18663892419502337,-0.011836389238068916,0.19139363613422025,0.1270266969532047,0.1737787800854334,-0.009281264248642772,-0.1377066021778667,-0.03964417477240652,-0.05903028550102736,0.009156096392341431,0.020680385301344046,-0.10167803664390482
Sub_Right Caudate,-0.1333212843765032,-0.11904630492753755,-0.011866865257852584,0.08457768119356572,-0.09100408628174117,0.0059109311015728685,-0.13049197099966178,0.04079983217486218,-0.059015925721396516,0.2791672011623284,0.0311276390290821,-0.09830326397282742,0.0012171717907058129,-0.015614657625357723,0.10798437066591915,-0.05973821930574905,-0.15889789308441205,0.06500021201148447,0.032516907814045995,-0.3038853892257724,0.05834439477026554,0.1523153214353531,0.03981378533216729,-0.26188650807222286,0.11519265129822488,-0.024385542904489296,0.26464833292384504,0.23064486635583245,0.1884349019931555,0.04448740483990766
Sub_Right Hippocampus,0.09773645089005649,0.216027693677155,-0.17021781403842767,-0.1348735858386256,-0.060229701325870855,-0.04152836103328508,-0.08034151369084984,-0.06917224912857582,-0.2961936628166204,0.08578270920199767,-0.055697578827557756,0.08295436183711982,0.0270903048949103,-0.014263370114916005,-0.003091021630392187,0.17644729848027801,-0.22314143365605107,0.15064932083193483,0.03478888960433308,-0.16054303220665717,0.058382288509187724,-0.027211699773268,0.1050075317844771,-0.030609720915309443,-0.17746246605751798,0.08387271195280871,0.08655314558545998,-0.13118436191632288,-0.126681060678069,0.0296981534318629
Sub_Right Pallidum,0.00847844104127869,0.010031523200763897,-0.10321460345256654,-0.02783699192921951,0.06951156412641338,-0.16731311696199125,-0.030943670391269835,0.06515383186933073,-0.015683260591971407,-0.06645344342310673,0.1627817645691467,-0.03181813113047605,-0.24090640889909337,-0.03140517295922915,0.10886311680122451,-0.03748734097483219,0.30419073936803853,0.3291687571821398,-0.18134856534339977,0.07902286277110092,0.06728241364064087,0.1880623612941971,0.018425455708179585,0.015720196408307827,-0.066953908076114,0.0014998654718021936,0.03918589333073463,-0.0970255200487547,-0.00854175452490015,-0.05742436116880975
Sub_Right Putamen,-0.00807636972132927,0.05711172075316569,-0.0700323686944631,-0.09436152403482338,0.18425297231774693,-0.15124468680089914,-0.04518313418421353,0.06403907185626483,-0.13228285784860894,-0.10422504580964728,-0.07567988999988354,-0.2027015155862697,-0.16380560241151548,0.18819592943504335,0.09053983050834517,0.03994149514519934,-0.022475882016388078,-0.1698557058950223,0.3042964377577198,0.09856355126974156,-0.013694283627706822,-0.05713401165885163,-0.16368320805143194,-0.09752588983744194,0.23873559023730054,0.1798187139495924,0.19597071799146623,0.02614675407112137,-0.06633303603334971,0.031144628171028057
Sub_Right Thalamus,-0.019680043495175395,0.07471903597471755,0.22595274930130524,-0.11919923617010382,-0.17025529221681668,0.029473834024143025,0.11903392333576447,0.036827848003712034,0.24059455652387227,-0.13406123785524088,-0.1646864647651817,-0.05129018499568828,-0.10036753764363626,-0.05176872277091432,-0.1303141233926827,-0.07360768854883952,-0.08077156887585987,0.05891828673043776,0.15155970604050886,0.09745339799202109,0.006478941073819168,0.1768148645017217,0.03769766793364664,-0.026854930871847777,-0.10854385455510665,-0.00043192761042178725,0.05453509616434051,0.01130116181317354,-0.1106607920993002,0.09496777234646527
