pmid,arm_id,arm_label,arm_type,instrument,item_or_subscale,value,reporting_format,n_analyzed,p_value,disease_condition
27242911,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,MASS and VAS combined,needle sensation,3 studies,count,,not_reported,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
27242911,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Subject Acupuncture Sensation Scale (SASS),needle sensation,3 studies,count,,not_reported,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
27242911,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,6-point Likert scale,needle sensation,1 study,count,,not_reported,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
27242911,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Park questionnaire,needle sensation,1 study,count,,not_reported,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
27242911,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Psychophysical Rating of Needling Sensation (PRNS),needle sensation,1 study,count,,not_reported,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
27242911,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Needle Sensation Questionnaire (NSQ),needle sensation,1 study,count,,not_reported,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
27688791,not_applicable,,,not_reported,not_reported,needle sensation described as developing after insertion; no quantitative deqi data reported,narrative,,not_reported,"Essential hypertension (mild or moderate arterial hypertension, grade 1 or 2)"
28053642,arm_left_gb34,left GB34 group,verum_acupuncture,deqi sensation rating (12 subscales plus total),Total deqi score,13.00 ± 4.07,mean ± SE,10.0,0.50,Healthy participants (no disease condition)
28053642,arm_right_gb34,right GB34 group,verum_acupuncture,deqi sensation rating (12 subscales plus total),Total deqi score,16.82 ± 3.82,mean ± SE,12.0,0.50,Healthy participants (no disease condition)
28053642,arm_left_gb34,left GB34 group,verum_acupuncture,deqi sensation rating,Aching score,"Median 0, range 0~4",median [IQR],10.0,0.39,Healthy participants (no disease condition)
28053642,arm_right_gb34,right GB34 group,verum_acupuncture,deqi sensation rating,Aching score,"Median 0, range 0~5",median [IQR],12.0,0.39,Healthy participants (no disease condition)
28053642,arm_left_gb34,left GB34 group,verum_acupuncture,deqi sensation rating,Dull pain score,"Median 0, range 0~3",median [IQR],10.0,0.76,Healthy participants (no disease condition)
28053642,arm_right_gb34,right GB34 group,verum_acupuncture,deqi sensation rating,Dull pain score,"Median 0, range 0~5",median [IQR],12.0,0.76,Healthy participants (no disease condition)
28053642,arm_left_gb34,left GB34 group,verum_acupuncture,deqi sensation rating,Soreness score,"Median 0, range 0~4",median [IQR],10.0,0.56,Healthy participants (no disease condition)
28053642,arm_right_gb34,right GB34 group,verum_acupuncture,deqi sensation rating,Soreness score,"Median 0, range 0~5",median [IQR],12.0,0.56,Healthy participants (no disease condition)
28053642,arm_left_gb34,left GB34 group,verum_acupuncture,deqi sensation rating,Warm score,"Median 0, range 0~5",median [IQR],10.0,0.56,Healthy participants (no disease condition)
28053642,arm_right_gb34,right GB34 group,verum_acupuncture,deqi sensation rating,Warm score,"Median 0, range 0~4",median [IQR],12.0,0.56,Healthy participants (no disease condition)
28053642,arm_left_gb34,left GB34 group,verum_acupuncture,deqi sensation rating,Cold score,"Median 0, range 0",median [IQR],10.0,0.51,Healthy participants (no disease condition)
28053642,arm_right_gb34,right GB34 group,verum_acupuncture,deqi sensation rating,Cold score,"Median 0, range 0~2",median [IQR],12.0,0.51,Healthy participants (no disease condition)
28053642,arm_left_gb34,left GB34 group,verum_acupuncture,deqi sensation rating,Tingling score,"Median 4.5, range 0~6",median [IQR],10.0,0.86,Healthy participants (no disease condition)
28053642,arm_right_gb34,right GB34 group,verum_acupuncture,deqi sensation rating,Tingling score,"Median 5, range 2~7",median [IQR],12.0,0.86,Healthy participants (no disease condition)
28053642,arm_left_gb34,left GB34 group,verum_acupuncture,deqi sensation rating,Throbbing score,"Median 0, range 0~5",median [IQR],10.0,0.86,Healthy participants (no disease condition)
28053642,arm_right_gb34,right GB34 group,verum_acupuncture,deqi sensation rating,Throbbing score,"Median 0, range 0~4",median [IQR],12.0,0.86,Healthy participants (no disease condition)
28053642,arm_left_gb34,left GB34 group,verum_acupuncture,deqi sensation rating,Sharp pain score,"Median 0, range 0~7",median [IQR],10.0,0.35,Healthy participants (no disease condition)
28053642,arm_right_gb34,right GB34 group,verum_acupuncture,deqi sensation rating,Sharp pain score,"Median 1, range 0~7",median [IQR],12.0,0.35,Healthy participants (no disease condition)
28053642,arm_left_gb34,left GB34 group,verum_acupuncture,deqi sensation rating,Heaviness score,"Median 0, range 0~7",median [IQR],10.0,0.47,Healthy participants (no disease condition)
28053642,arm_right_gb34,right GB34 group,verum_acupuncture,deqi sensation rating,Heaviness score,"Median 0, range 0~5",median [IQR],12.0,0.47,Healthy participants (no disease condition)
28053642,arm_left_gb34,left GB34 group,verum_acupuncture,deqi sensation rating,Numbness score,"Median 0, range 0~5",median [IQR],10.0,0.70,Healthy participants (no disease condition)
28053642,arm_right_gb34,right GB34 group,verum_acupuncture,deqi sensation rating,Numbness score,"Median 0, range 0~4",median [IQR],12.0,0.70,Healthy participants (no disease condition)
28053642,arm_left_gb34,left GB34 group,verum_acupuncture,deqi sensation rating,Fullness,"Median 0, range 0~7",median [IQR],10.0,0.56,Healthy participants (no disease condition)
28053642,arm_right_gb34,right GB34 group,verum_acupuncture,deqi sensation rating,Fullness,"Median 0, range 0~4",median [IQR],12.0,0.56,Healthy participants (no disease condition)
28053642,arm_left_gb34,left GB34 group,verum_acupuncture,deqi sensation rating,Deep pressure score,"Median 0, range 0~4",median [IQR],10.0,0.35,Healthy participants (no disease condition)
28053642,arm_right_gb34,right GB34 group,verum_acupuncture,deqi sensation rating,Deep pressure score,"Median 0, range 0~5",median [IQR],12.0,0.35,Healthy participants (no disease condition)
28334999,arm_local,verum acupuncture 'local' to the more affected hand,verum_acupuncture,not_reported,characteristic deqi acupuncture sensation,manual stimulation at all locations was performed to induce characteristic deqi acupuncture sensation,narrative,,not_reported,carpal tunnel syndrome (CTS)
28334999,arm_distal,"verum acupuncture at 'distal' body sites, contralesional to the more affected hand",verum_acupuncture,not_reported,characteristic deqi acupuncture sensation,manual stimulation at all locations was performed to induce characteristic deqi acupuncture sensation,narrative,,not_reported,carpal tunnel syndrome (CTS)
28443010,not_applicable,,,questionnaire (unspecified),De-qi experience,subjects were asked to fill questionnaires to record their experience of De-qi,narrative,,not_reported,Right-hemispheric subcortical ischemic stroke with left motor hemiparesis
28480365,not_applicable,,,not_reported,needle sensation (deqi) mentioned in context of manipulation,"after developing needle sensation, twirling and lifting/thrusting manipulation conducted",narrative,,not_reported,healthy volunteers (no disease condition)
29204113,arm_ea,electro-acupuncture group,verum_acupuncture,not_reported,Qi sensation of acupuncture (deqi),After achieving a Qi sensation of acupuncture,narrative,,not_reported,Crohn's disease (CD) in remission
29343693,real,REAL,verum_acupuncture,in-house Korean version of the Massachusetts General Hospital Acupuncture Sensation Scale (MASS) Index,Aching,"2.29±1.87, p<0.05",mean ± SD,28.0,<0.05,non-specific low back pain (LBP)
29343693,phnt,PHNT,sham_acupuncture,in-house Korean version of the Massachusetts General Hospital Acupuncture Sensation Scale (MASS) Index,Aching,"0.44±0.81, p<0.05",mean ± SD,19.0,<0.05,non-specific low back pain (LBP)
29343693,real,REAL,verum_acupuncture,in-house Korean version of the Massachusetts General Hospital Acupuncture Sensation Scale (MASS) Index,MASS index,"2.88±1.80, p<0.05",mean ± SD,28.0,<0.05,non-specific low back pain (LBP)
29343693,phnt,PHNT,sham_acupuncture,in-house Korean version of the Massachusetts General Hospital Acupuncture Sensation Scale (MASS) Index,MASS index,"0.61±1.30, p<0.05",mean ± SD,19.0,<0.05,non-specific low back pain (LBP)
29563830,contra_group,contralateral acupuncture group (contra-group),verum_acupuncture,not_reported,deqi sensation (general),"lifting, thrusting, and twirling approximately 180° was applied to induce the deqi sensation",narrative,,not_reported,Unilateral chronic shoulder pain (CSP); left-sided shoulder pain
29563830,ipsi_group,ipsilateral acupuncture group (ipsi-group),verum_acupuncture,not_reported,deqi sensation (general),"lifting, thrusting, and twirling approximately 180° was applied to induce the deqi sensation",narrative,,not_reported,Unilateral chronic shoulder pain (CSP); left-sided shoulder pain
29904344,arm_pms_eas,PMS patients receiving EAS at SP6,verum_acupuncture,"visual analog scale (VAS); includes sensations of soreness, numbness, fullness, heaviness, tingling, coolness, warmth, sharp pain, dull pain, aching and pressure",overall Deqi sensations,"Soreness, numbness, fullness, heaviness and tingling were the most commonly reported Deqi sensations (see Figure 2)",mean ± SD (error bar stands for SD as per Figure 2),20.0,not_reported,premenstrual syndrome (PMS)
29951105,arm_A,Group A,verum_acupuncture,not_reported,"de qi (including numbness, soreness, distention, heaviness, and other sensations)",not_reported,narrative,,not_reported,Ischemic stroke
30034336,not_applicable,,,not_reported,not_reported,not_reported,not_reported,,not_reported,Parkinson's disease with tremor
30105065,not_applicable,,,not_reported,not_reported,not_reported,narrative,,not_reported,Alzheimer's disease (AD) and mild cognitive impairment (MCI)
30719061,not_applicable,,,not_reported,not_reported,"Once the patients got acupuncture sensation (feelings like soreness, numbness, heaviness, fullness, etc.), needling was manipulated at KI3 under the same procedure.",narrative,,not_reported,Hypertension (grade 1 or 2)
30914909,arm_XNKQ,XNKQ acupuncture as manual needle-stimulation on five acupuncture points,verum_acupuncture,Massachusetts General Hospital Acupuncture Sensation Scale (MASS),MASS index,4.17 95%CI[3.34;5.01],mean (95% CI),24.0,XNKQ vs. NPNS p=0.001,Healthy volunteers (no disease condition)
30914909,arm_npws,manual needle-stimulation on five nearby non-acupuncture points,sham_acupuncture,Massachusetts General Hospital Acupuncture Sensation Scale (MASS),MASS index,3.44[2.54;4.34],mean (95% CI),24.0,NPWS vs. NPNS p=0.043,Healthy volunteers (no disease condition)
30914909,arm_pns,insertion of needles on the five XNKQ acupuncture points without stimulation,sham_acupuncture,Massachusetts General Hospital Acupuncture Sensation Scale (MASS),MASS index,3.52[2.65;4.39],mean (95% CI),24.0,PNS vs. NPNS p=0.028,Healthy volunteers (no disease condition)
30914909,arm_npns,insertion of needles on five non-acupuncture points without stimulation,sham_acupuncture,Massachusetts General Hospital Acupuncture Sensation Scale (MASS),MASS index,2.29[1.58;3.00],mean (95% CI),24.0,not_reported (reference group in comparisons),Healthy volunteers (no disease condition)
30914909,not_applicable,,,Massachusetts General Hospital Acupuncture Sensation Scale (MASS),MASS index — factor stimulation main effect,not_reported,p_value_only,24.0,p=0.030,Healthy volunteers (no disease condition)
30914909,not_applicable,,,Massachusetts General Hospital Acupuncture Sensation Scale (MASS),MASS index — factor location main effect,not_reported,p_value_only,24.0,p=0.018,Healthy volunteers (no disease condition)
31011330,arm_CM,CM patients,verum_acupuncture,not_reported,not_reported,de qi sensation elicited,narrative,,not_reported,Chronic migraine (CM) without aura
31636536,arm_REAL,REAL,verum_acupuncture,"Mass Index (Kong et al., 2007); acupuncture-related sensations","Overall acupuncture sensation (Mass Index), soreness, tingling, and sharp pain reported as greater in REAL than PHNT (referenced from Lee et al., 2014)","Greater overall acupuncture sensation (Mass Index), soreness, tingling, and sharp pain than non-specific components (referenced from Lee et al., 2014)",narrative,,not_reported,Non-specific low back pain
31636536,arm_PHNT,PHNT,sham_acupuncture,Vicarious acupuncture (deqi) sensations,"Deep pressure, heaviness, fullness, and numbness","Needling credibility induces parasympathetic activation and vicarious acupuncture (deqi) sensations (deep pressure, heaviness, fullness, and numbness) (Lee et al., 2014)",narrative,,not_reported,Non-specific low back pain
32377180,arm_contra,contralateral acupuncture group (contra-group),verum_acupuncture,not_reported,"Deqi sensation (soreness, numbness, distention, or radiating)","Manual acupuncture was applied to achieve the Deqi sensation, which is a sensation of soreness, numbness, distention, or radiating that indicates effective needling",narrative,,not_reported,"Chronic shoulder pain (CSP), unilateral (left-sided)"
32377180,arm_ipsi,ipsilateral acupuncture group (ipsi-group),verum_acupuncture,not_reported,"Deqi sensation (soreness, numbness, distention, or radiating)","Manual acupuncture was applied to achieve the Deqi sensation, which is a sensation of soreness, numbness, distention, or radiating that indicates effective needling",narrative,,not_reported,"Chronic shoulder pain (CSP), unilateral (left-sided)"
32908491,not_applicable,,,not_reported,not_reported,not_reported,narrative,,not_reported,"Multiple (migraine, chronic low back pain, functional dyspepsia, healthy subjects) — review article covering multiple included studies"
33013312,arm_real,Real acupuncture group,verum_acupuncture,not_reported,"soreness, numbness, distension and heaviness","deqi was obtained (soreness, numbness, distension and heaviness)",narrative,,not_reported,Primary dysmenorrhea (PDM)
33013312,arm_sham,Sham acupuncture group,sham_acupuncture,not_reported,not_reported,deqi sensation was not obtained,narrative,,not_reported,Primary dysmenorrhea (PDM)
33146953,not_applicable,,,Massachusetts General Hospital acupuncture sensation scale (MASS),"soreness, numbness, heaviness, warmth, coldness, sharp pain, and dull pain",not_reported,narrative,,not_reported,Primary insomnia (PI)
33314799,not_applicable,,,MGH Acupuncture Sensation Scale (MASS),"MASS Index (weighted summation of 13 sensations including Soreness, Aching, Deep Pressure, Tingling, etc.; 0=none; 10=unbearable scale)",EA: approximately 3-4 across sessions; ML: approximately 1-2 across sessions (values from Figure 2B; exact numeric values not reported in text),mean ± SE (from figure),,Group main effect p<0.001; Time main effect p=0.025; Group x Time interaction p=0.84,Fibromyalgia (FM)
33384580,arm_IBS1st,IBS1st group,verum_acupuncture,not_reported,"Deqi (a sensation of soreness, numbness, fullness, and heaviness, and/or adjacent muscle twitching)",not_reported,narrative,,not_reported,Diarrhea-dominant Irritable Bowel Syndrome (IBS-D)
33551385,arm_real_acu,real acupuncture stimulation with manual manipulation,verum_acupuncture,not_reported,de-qi; reportedly includes tingling and heaviness and numbness,"The sense of 'de-qi' reportedly includes tingling and heaviness and numbness, and the perception of sensation induced by acupuncture stimulation is associated with time-consuming complicated processing in the central nervous system.",narrative,,not_reported,healthy volunteers
33560579,arm_effective,effective acupuncture on the SP3 point,verum_acupuncture,not_reported (traditional subjective assessment),significant needle reaction (Deqi),significant needle reaction (Deqi) was achieved before commencing 15-min session,narrative,,not_reported,Healthy volunteers (no disease condition)
33560579,arm_sham,sham acupuncture,sham_acupuncture,not_reported,Deqi absent,without achieving Deqi,narrative,,not_reported,Healthy volunteers (no disease condition)
34108856,arm_RA,real acupuncture group,verum_acupuncture,not_reported,De qi sensation,patients were responsive to acupuncture and able to attain the feeling of De qi (inclusion criterion),narrative,,not_reported,Primary dysmenorrhea (PDM)
34122321,arm_MwoA,patients with MwoA,verum_acupuncture,not_reported,not_reported,Deqi sensation achieved by needle insertion,narrative,,not_reported,migraine without aura (MwoA)
34431029,arm_TG,treatment group (TG),verum_acupuncture,not_reported,"De-qi sensation (a tingling, numbness, and heaviness feelings)",De-qi sensation was triggered by the to-and-fro rotation of the needles for 10 s,narrative,,not_reported,Depression (DSM-V criteria)
34483822,arm_acupuncture,Acupuncture manipulation,verum_acupuncture,Massachusetts General Hospital Acupuncture Sensation Scale (MASS); visual analog scale (VAS) for six deqi sensations,"deqi index (composite MASS index calculated from VAS scores for suan, ma, zhang, tong, zouchuan, zhong)",approximately 3.5 (estimated from Figure 3; exact value not reported in text),mean ± SEM,17.0,**p < 0.01,Healthy volunteers
34483822,arm_acupuncture,Acupuncture manipulation,verum_acupuncture,Massachusetts General Hospital Acupuncture Sensation Scale (MASS); visual analog scale (VAS),deqi index (composite MASS index),approximately 1 (estimated from Figure 3; exact value not reported in text),mean ± SEM,17.0,**p < 0.01 vs acupuncture manipulation; n.s. vs post-manipulation tactile control,Healthy volunteers
34483822,arm_acupuncture,Acupuncture manipulation,verum_acupuncture,Massachusetts General Hospital Acupuncture Sensation Scale (MASS); visual analog scale (VAS),deqi index (composite MASS index),approximately 1 (estimated from Figure 3; exact value not reported in text),mean ± SEM,17.0,**p < 0.01 vs acupuncture manipulation; n.s. vs pre-manipulation tactile control,Healthy volunteers
34483822,arm_acupuncture,Acupuncture manipulation,verum_acupuncture,VAS for deqi sensations,suan (aching or soreness),not_reported,other,17.0,not_reported,Healthy volunteers
34483822,arm_acupuncture,Acupuncture manipulation,verum_acupuncture,VAS for deqi sensations,ma (numbness or tingling),not_reported,other,17.0,not_reported,Healthy volunteers
34483822,arm_acupuncture,Acupuncture manipulation,verum_acupuncture,VAS for deqi sensations,zhang (fullness/distention or pressure),not_reported,other,17.0,not_reported,Healthy volunteers
34483822,arm_acupuncture,Acupuncture manipulation,verum_acupuncture,VAS for deqi sensations,tong (dull pain),not_reported,other,17.0,not_reported,Healthy volunteers
34483822,arm_acupuncture,Acupuncture manipulation,verum_acupuncture,VAS for deqi sensations,"zouchuan (spreading, a feeling of extension from the acupuncture position to the arm)",not_reported,other,17.0,not_reported,Healthy volunteers
34483822,arm_acupuncture,Acupuncture manipulation,verum_acupuncture,VAS for deqi sensations,zhong (heaviness),not_reported,other,17.0,not_reported,Healthy volunteers
34671239,TA,True Acupuncture (TA),verum_acupuncture,not_reported,"Deqi sensation: soreness, numbness, distention, or radiating","Stimulation was repeated one to three times to achieve the Deqi sensation (a sensation of soreness, numbness, distention, or radiating that indicates effective needling)",narrative,,not_reported,Menstrual migraine without aura (MMoA)
34671239,SA,Sham Acupuncture (SA),sham_acupuncture,not_reported,Deqi sensation,subjects in the SA group did not experience Deqi,narrative,,not_reported,Menstrual migraine without aura (MMoA)
34720908,arm_IBSD,IBS-D,verum_acupuncture,not_reported,"deqi sense with soreness, numbness, heaviness, and distention",not_reported,narrative,,not_reported,Diarrhea-Predominant Irritable Bowel Syndrome (IBS-D)
35048524,arm_cnsp,patients with CNSP,verum_acupuncture,not_reported,"deqi sensation described as soreness, numbness, distention, and heaviness","deqi sensation (soreness, numbness, distention, and heaviness) was obtained",narrative,,not_reported,Chronic neck and shoulder pain (CNSP)
35096130,arm_verum_ea,Electroacupuncture at bilateral uterine points (EX-CA1),verum_acupuncture,not_reported,not_reported,After needling qi (deqi was obtained as part of the procedure),narrative,,not_reported,Healthy volunteers; no disease condition
35115998,arm_KOA,patients with KOA,verum_acupuncture,not_reported,"de-qi sensation (soreness, numbness, fullness, and heaviness)","When the participants received de-qi sensation (soreness, numbness, fullness, and heaviness)",narrative,,not_reported,Knee osteoarthritis (KOA) with chronic pain
35153654,arm_tinnitus,chronic tinnitus patients,verum_acupuncture,not_reported,deqi sensation,the acupuncturist manipulated the needle within the tolerance of the subject until the subjects obtained the deqi sensation without sharp pain,narrative,,not_reported,chronic tinnitus
35312785,not_applicable,,,not_reported,not_reported,not_reported,not_reported,,not_reported,"Migraine (migraine without aura [MWoA], migraine with aura [MWA], chronic migraine [CM])"
35464313,arm_all_fd,all FD patients,verum_acupuncture,not_reported,not_reported,one study used acupuncture ST36 with Deqi as the treatment group and without Deqi as the control group,narrative,,not_reported,functional dyspepsia (FD)
35557556,arm_groupA,Group A (acupoints on the meridian directly related to the Heart),verum_acupuncture,not_reported,"deqi sensation (lifting, thrusting, twirling to achieve deqi)","deqi sensation achieved via lifting and thrusting with amplitude 3–5 mm, twirling 90–180°",narrative,,not_reported,Chronic stable angina pectoris (CSAP)
35557556,arm_groupB,Group B (acupoints on the meridian indirectly related to the Heart),active_control,not_reported,"deqi sensation (lifting, thrusting, twirling to achieve deqi)","deqi sensation achieved via lifting and thrusting with amplitude 3–5 mm, twirling 90–180°",narrative,,not_reported,Chronic stable angina pectoris (CSAP)
35832324,arm_neiguan,group of acupuncture at Neiguan,verum_acupuncture,feeling questionnaires about the sensations,"soreness, numbness, fullness, and aching",acupuncture at Neiguan obviously resulted in sensations compared to non-acupoint acupuncture,narrative,,not_reported,anxiety disorders (ICD-10/F41)
35959405,arm_01,"Healthy subjects with regular sleep (within-subject, all conditions)",verum_acupuncture,not_reported,not_reported,not_reported,narrative,,not_reported,Acute sleep deprivation (24 h total SD)
36051643,VA,verum acupuncture group,verum_acupuncture,not_reported,"deqi sensation: soreness, numbness, heaviness, swelling, or dull pain",patients were required to obtain deqi sensation,narrative,,not_reported,Primary dysmenorrhea (PDM)
36530615,not_applicable,,,not_reported,not_reported,"All participants reported their experience ('Deqi') with acupuncture stimulation. Deqi featured aching, pressure, heaviness, fullness, and numbness among other feelings.",narrative,,not_reported,Post-stroke aphasia (PSA) caused by left hemisphere stroke
36530635,arm_tinnitus,patients with subjective tinnitus,verum_acupuncture,not_reported,not_reported,"acid, numbness, swelling and pain",narrative,,not_reported,subjective tinnitus
36744205,arm_patients,Numbness Patients,verum_acupuncture,not_reported,"Deqi sensation (soreness, numbness, distention, or radiating)","Deqi was induced throughout treatment by twirling and rotating needle sheath; described as soreness, numbness, distention, or radiating",narrative,,not_reported,Ischemic stroke sequelae with unilateral limb numbness (somatosensory dysfunction)
36846148,not_applicable,,,not_reported,"Deqi: aching, pressure, heaviness, fullness, and numbness among other feelings","All participants reported their experience ('Deqi') with acupuncture stimulation. Deqi featured aching, pressure, heaviness, fullness, and numbness among other feelings",narrative,,not_reported,post-stroke aphasia
36890655,arm_VA,verum acupuncture (VA),verum_acupuncture,Chinese version of the modified Massachusetts General Hospital Acupuncture Sensation Scale (C-MASS),average C-MASS ratings for all ten descriptors,not_reported,not_reported,,p = 0.080,Knee osteoarthritis (KOA) with knee pain
36890655,arm_SA,sham acupuncture (SA),sham_acupuncture,Chinese version of the modified Massachusetts General Hospital Acupuncture Sensation Scale (C-MASS),average C-MASS ratings for all ten descriptors,not_reported,not_reported,,p = 0.080,Knee osteoarthritis (KOA) with knee pain
36922926,acu,Acu-group,verum_acupuncture,not_reported,not_reported,Deqi was intended; manipulation was continued following Deqi (twist once every 10 min following Deqi),narrative,,not_reported,Cerebral small vessel disease cognitive impairment (CSVDCI)
37025199,not_applicable,,,not_reported,not_reported,"The feeling of 'getting Qi' in the process of acupuncture and moxibustion is the subject's subjective feeling, and there is no objective standard, which will also have a certain impact on the results.",narrative,,not_reported,"Depression; also covers anxiety, irritable bowel syndrome, stroke, Parkinson's disease, heroin addiction, spastic cerebral palsy, carpal tunnel syndrome, post-traumatic stress disorder, functional dyspepsia, aphasia, epilepsy, Wilson's disease, and primary insomnia as referenced conditions"
37206312,not_applicable,,,Chinese version of the modified Massachusetts General Hospital Acupuncture Sensation Scale (C-MMASS),"overall comparison among ERR, LTRei, and LTRed (seven categories: soreness, numbness, fullness, heaviness, aching, throbbing, and other sensations)","F(2,60) = 2.917, p = 0.062, η2 = 0.089",other,31.0,p = 0.062,Healthy volunteers
37274194,not_applicable,,,not_reported,not_reported,not_reported,narrative,,not_reported,Ischemic stroke with unilateral motor pathway injury (basal ganglia and/or corona radiata)
37305743,arm_SA,scalp acupuncture (SAs) group,verum_acupuncture,not_reported,deqi sensation (general),causing a deqi sensation (mentioned as intended outcome of needle manipulation),narrative,,not_reported,Left hemiplegia due to ischemic stroke (unilateral partial anterior circulation infarction)
37383656,TATG,true acupoint treatment group (TATG),verum_acupuncture,not_reported,"De qi: soreness, dullness, numbness, heaviness, and other feelings","patients obtained De qi; a combination of sensations including soreness, dullness, numbness, heaviness, and other feelings",narrative,,not_reported,ischemic stroke with motor dysfunction
37383656,SATG,sham acupoint treatment group (SATG),sham_acupuncture,not_reported,De qi avoided,We would avoid De qi sensations in the manipulation in the SATG group,narrative,,not_reported,ischemic stroke with motor dysfunction
37408438,TA,true acupuncture (TA),verum_acupuncture,not_reported,"Deqi sensation (soreness, numbness, distention, or radiation)","Rotating or lifting–thrusting manipulation was performed for Deqi sensation (a sensation of soreness, numbness, distention, or radiation that indicated effective needling) after needle insertion",narrative,,not_reported,Chronic neck pain (CNP)
37408438,SA,sham acupuncture (SA),sham_acupuncture,not_reported,Deqi sensation,"shallow acupuncture with a depth of 2 mm was performed at the five non-acupoints, without manual stimulation to yield the Deqi sensation",narrative,,not_reported,Chronic neck pain (CNP)
37415858,arm_REAL,real acupuncture (REAL),verum_acupuncture,Massachusetts General Hospital Acupuncture Sensation Scale (MASS) index,MASS index score (overall),4.32 ± 2.43,mean ± SD,15.0,p < 0.01,Healthy volunteers
37415858,arm_PHNT,phantom acupuncture (PHNT),sham_acupuncture,Massachusetts General Hospital Acupuncture Sensation Scale (MASS) index,MASS index score (overall),1.23 ± 1.18,mean ± SD,15.0,p < 0.01,Healthy volunteers
37721727,arm_IA,subjects with IA,verum_acupuncture,not_reported,"deqi (a complex and mixed feeling including numbness, distention, soreness, or dull pain at the needling acupoints)","deqi was elicited by lifting and thrusting; described as a complex and mixed feeling including numbness, distention, soreness, or dull pain at the needling acupoints",narrative,,not_reported,Internet addiction (IA)
37804240,arm_SA,Somatic Acupuncture (SA),verum_acupuncture,numerical rating scale (0 = no sensation to 10 = very strong sensation),deqi sensation,1.93 ± 0.27,mean ± SE,24.0,"dose: χ2 = 275.2, P < 0.001; modality: χ2 = 10.89, P < 0.001; interaction: χ2 = 27.69, P < 0.001",Healthy volunteers (no neurological disorder)
37804240,arm_SA,Somatic Acupuncture (SA),verum_acupuncture,numerical rating scale (0 = no sensation to 10 = very strong sensation),deqi sensation,3.48 ± 0.33,mean ± SE,24.0,"dose: χ2 = 275.2, P < 0.001; post hoc significant between doses",Healthy volunteers (no neurological disorder)
37804240,arm_SA,Somatic Acupuncture (SA),verum_acupuncture,numerical rating scale (0 = no sensation to 10 = very strong sensation),deqi sensation,6.01 ± 0.33,mean ± SE,24.0,"dose: χ2 = 275.2, P < 0.001; post hoc significant between doses",Healthy volunteers (no neurological disorder)
37804240,arm_VA,Visual Acupuncture (VA),other,numerical rating scale (0 = no sensation to 10 = very strong sensation),deqi sensation,1.39 ± 0.24,mean ± SE,24.0,"dose: χ2 = 275.2, P < 0.001; modality: χ2 = 10.89, P < 0.001; interaction: χ2 = 27.69, P < 0.001",Healthy volunteers (no neurological disorder)
37804240,arm_VA,Visual Acupuncture (VA),other,numerical rating scale (0 = no sensation to 10 = very strong sensation),deqi sensation,2.11 ± 0.28,mean ± SE,24.0,"dose: χ2 = 275.2, P < 0.001; post hoc significant between doses",Healthy volunteers (no neurological disorder)
37804240,arm_VA,Visual Acupuncture (VA),other,numerical rating scale (0 = no sensation to 10 = very strong sensation),deqi sensation,3.75 ± 0.50,mean ± SE,24.0,"dose: χ2 = 275.2, P < 0.001; post hoc significant between doses",Healthy volunteers (no neurological disorder)
37804240,arm_SA,Somatic Acupuncture (SA),verum_acupuncture,Korean version of the Massachusetts General Hospital Acupuncture Sensation Scale (MASS),overall deqi sensation,3.81 ± 0.36,mean ± SE,24.0,not_reported,Healthy volunteers (no neurological disorder)
38027487,arm_ea,electroacupuncture group,verum_acupuncture,not_reported,not_reported,"after obtaining Qi, the electroacupuncture device was connected",narrative,,not_reported,post-stroke dysphagia
38034817,not_applicable,,,not_reported,not_reported,"the intensity was adjusted between 0.2–0.6 mA, which was enough to produce sensation in subjects",narrative,,not_reported,Healthy volunteers; study aimed to reveal mechanisms relevant to post-stroke swallowing dysphagia
38245739,arm_group1,Group 1,verum_acupuncture,not_reported,not_reported,inserted with the purpose to achieve the Deqi sensation,narrative,,not_reported,Non-menstrual migraine without aura (MWoA)
38249582,not_applicable,,,not_reported,"Deqi sensation described as soreness, numbness, and heaviness","a soreness, numbness, and heaviness sensation",narrative,,not_reported,Ischemic stroke with motor dysfunction
