pmid,contrast_id,contrast_category,brain_region,hemisphere,x,y,z,coordinate_space,statistic_type,statistic_value,cluster_size,direction,coordinate_source,x_mni,y_mni,z_mni,region_assigned
20838644,con_LR14_activation,other,Left Postcentral Gyrus,Left,-28.0,-42.0,68.0,MNI,not_reported,not_reported,169,activation,table,-28.0,-42.0,68.0,Cort_Superior Parietal Lobule
20838644,con_LR14_activation,other,Left Superior Frontal Gyrus,Left,-26.0,-6.0,62.0,MNI,not_reported,not_reported,85,activation,table,-26.0,-6.0,62.0,Cort_Superior Frontal Gyrus
20838644,con_LR14_activation,other,Left Middle Frontal Gyrus,Left,-44.0,34.0,26.0,MNI,not_reported,not_reported,20,activation,table,-44.0,34.0,26.0,Cort_Middle Frontal Gyrus
20838644,con_LR14_deactivation,deactivation,Left Cerebellar Tonsil,Left,-26.0,-42.0,-32.0,MNI,not_reported,not_reported,54,deactivation,table,-26.0,-42.0,-32.0,unassigned
20838644,con_LR14_deactivation,deactivation,"Left Occipital Lobe, Precuneus",Left,-8.0,-66.0,18.0,MNI,not_reported,not_reported,69,deactivation,table,-8.0,-66.0,18.0,Cort_Precuneous Cortex
20838644,con_CV14_activation,other,Left Posterior Cingulate,Left,-10.0,-50.0,6.0,MNI,not_reported,not_reported,84,activation,table,-10.0,-50.0,6.0,"Cort_Cingulate Gyrus, posterior division"
20838644,con_LR8_activation,other,Left Cingulate Gyrus,Left,-6.0,0.0,42.0,MNI,not_reported,not_reported,48,activation,table,-6.0,0.0,42.0,"Cort_Cingulate Gyrus, anterior division"
20838644,con_LR8_deactivation,deactivation,Right Middle Frontal Gyrus,Right,36.0,6.0,52.0,MNI,not_reported,not_reported,96,deactivation,table,36.0,6.0,52.0,Cort_Middle Frontal Gyrus
20838644,con_LR8_deactivation,deactivation,Left Middle Frontal Gyrus,Left,-26.0,12.0,62.0,MNI,not_reported,not_reported,83,deactivation,table,-26.0,12.0,62.0,Cort_Superior Frontal Gyrus
20838644,con_LR8_deactivation,deactivation,Right Superior Frontal Gyrus,Right,20.0,14.0,54.0,MNI,not_reported,not_reported,151,deactivation,table,20.0,14.0,54.0,Cort_Superior Frontal Gyrus
20838644,con_LR8_deactivation,deactivation,Right Middle Temporal Gyrus,Right,42.0,-60.0,22.0,MNI,not_reported,not_reported,131,deactivation,table,42.0,-60.0,22.0,"Cort_Lateral Occipital Cortex, superior division"
20838644,con_LR8_deactivation,deactivation,Right Caudate,Right,10.0,8.0,8.0,MNI,not_reported,not_reported,35,deactivation,table,10.0,8.0,8.0,Sub_Right Caudate
20838644,con_control_activation,other,Right Postcentral Gyrus,Right,50.0,-26.0,48.0,MNI,not_reported,not_reported,40,activation,table,50.0,-26.0,48.0,Cort_Postcentral Gyrus
20838644,con_control_deactivation,deactivation,Left Parahippocampal Gyrus,Left,-26.0,-56.0,-4.0,MNI,not_reported,not_reported,182,deactivation,table,-26.0,-56.0,-4.0,Cort_Lingual Gyrus
20838644,32682992_SR_C1,other,Right Postcentral Gyrus,R,50.0,-26.0,48.0,MNI,NR,not_reported,40,activation,Table 1,50.0,-26.0,48.0,Cort_Postcentral Gyrus
20838644,32682992_SR_C2,deactivation,Left Parahippocampal Gyrus,L,-26.0,-56.0,-4.0,MNI,NR,not_reported,182,deactivation,Table 1,-26.0,-56.0,-4.0,Cort_Lingual Gyrus
21080967,contrast_genuine_EA_fcMRI,verum_gt_rest,"Bilateral PAG and surrounding areas (midbrain tegmentum, substantia nigra, raphe nucleus, hypothalamus, striatum, globus pallidum, left insula, thalamus, hippocampus, brain stem, cerebellum)",bilateral,-3.0,-27.0,-6.0,MNI,Z score,Inf,4992,positive,table,-3.0,-27.0,-6.0,unassigned
21080967,contrast_genuine_EA_fcMRI,verum_gt_rest,"ACC/MPFC, MCC and PCC",not_reported,3.0,21.0,45.0,MNI,Z score,5.18,2269,positive,table,3.0,21.0,45.0,Cort_Paracingulate Gyrus
21080967,contrast_genuine_EA_fcMRI,verum_gt_rest,Right inferior parietal lobule,right,45.0,-39.0,33.0,MNI,Z score,4.69,131,positive,table,45.0,-39.0,33.0,unassigned
21080967,contrast_genuine_EA_fcMRI,verum_gt_rest,Right precuneus,right,12.0,-66.0,45.0,MNI,Z score,4.06,42,positive,table,12.0,-66.0,45.0,Cort_Precuneous Cortex
21080967,contrast_genuine_EA_fcMRI,verum_gt_rest,Left precuneus,left,-9.0,-63.0,42.0,MNI,Z score,4.01,78,positive,table,-9.0,-63.0,42.0,Cort_Precuneous Cortex
21080967,contrast_genuine_EA_fcMRI,verum_gt_rest,Left inferior parietal lobule,left,-57.0,-39.0,30.0,MNI,Z score,3.95,42,positive,table,-57.0,-39.0,30.0,"Cort_Supramarginal Gyrus, anterior division"
21080967,contrast_genuine_EA_fcMRI,verum_gt_rest,Bilateral medial prefrontal cortex,bilateral,-6.0,-9.0,69.0,MNI,Z score,3.66,76,positive,table,-6.0,-9.0,69.0,Cort_Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)
21080967,contrast_genuine_EA_fcMRI,verum_gt_rest,Left inferior parietal lobule,left,-42.0,-54.0,51.0,MNI,Z score,3.65,41,positive,table,-42.0,-54.0,51.0,Cort_Angular Gyrus
21080967,contrast_genuine_EA_fcMRI,verum_gt_rest,Left postcentral gyrus,left,-33.0,-21.0,39.0,MNI,Z score,3.6,32,positive,table,-33.0,-21.0,39.0,unassigned
21080967,contrast_sham_EA_fcMRI,sham_gt_rest,"Bilateral PAG and surrounding areas (midbrain tegmentum, substantia nigra, raphe nucleus, hypothalamus, striatum, globus pallidum, left insula, thalamus, hippocampus, brain stem, cerebellum)",bilateral,0.0,-27.0,-9.0,MNI,Z score,Inf,5989,positive,table,0.0,-27.0,-9.0,Sub_Brain-Stem
21080967,contrast_sham_EA_fcMRI,sham_gt_rest,"Bilateral ACC/MPFC, MCC",bilateral,0.0,35.0,27.0,MNI,Z score,5.44,not_reported,positive,table,0.0,35.0,27.0,Cort_Paracingulate Gyrus
21080967,contrast_sham_EA_fcMRI,sham_gt_rest,Bilateral PCC/precuneus,bilateral,15.0,-36.0,42.0,MNI,Z score,5.16,190,positive,table,15.0,-36.0,42.0,"Cort_Cingulate Gyrus, posterior division"
21080967,contrast_sham_EA_fcMRI,sham_gt_rest,Right occipital gyrus,right,42.0,-81.0,27.0,MNI,Z score,4.12,42,positive,table,42.0,-81.0,27.0,"Cort_Lateral Occipital Cortex, superior division"
21080967,contrast_genuine_gt_sham,verum_gt_sham,Left PCC,left,-6.0,-42.0,24.0,MNI,Z score,4.79,42,genuine EA > sham EA,table,-6.0,-42.0,24.0,"Cort_Cingulate Gyrus, posterior division"
21080967,contrast_sham_gt_genuine,verum_gt_sham,Right anterior insula/inferior frontal gyrus,right,33.0,27.0,-3.0,MNI,Z score,3.94,62,sham EA > genuine EA,table,33.0,27.0,-3.0,Cort_Frontal Orbital Cortex
21080967,contrast_interaction,group_comparison,Right superior parietal lobule,right,18.0,-51.0,57.0,MNI,Z score,3.60,43,interaction,table,18.0,-51.0,57.0,unassigned
21080967,contrast_GH_gt_GL,correlation_expectancy,Right inferior parietal lobule,right,39.0,-60.0,48.0,MNI,Z score,4.32,36,GH > GL,table,39.0,-60.0,48.0,"Cort_Lateral Occipital Cortex, superior division"
21080967,contrast_SL_gt_GL,verum_gt_sham,Right superior parietal lobule,right,21.0,-51.0,57.0,MNI,Z score,4.20,47,SL > GL,table,21.0,-51.0,57.0,Cort_Superior Parietal Lobule
21080967,17240066_C1,group_comparison,LatHypothA,L,-7.0,-6.0,-8.0,TAL,Z,2.88,not_reported,activation,Table 1,-7.2467999999999995,-6.1808000000000005,-7.0602,unassigned
21080967,17240066_C2,deactivation,pgACC (24),R,13.0,40.0,6.0,TAL,Z,-3.3,not_reported,deactivation,Table 1,13.1076,39.028000000000006,3.573400000000001,unassigned
21080967,17240066_C2,deactivation,amACC (24),L,-3.0,13.0,34.0,TAL,Z,-3.7,not_reported,deactivation,Table 1,-1.6235999999999997,14.1584,30.6121,"Cort_Cingulate Gyrus, anterior division"
21080967,17240066_C2,deactivation,amACC (24),R,8.0,26.0,27.0,TAL,Z,-3.42,not_reported,deactivation,Table 1,8.9892,26.4308,23.549300000000002,"Cort_Cingulate Gyrus, anterior division"
21080967,17240066_C2,deactivation,rspPCC (31),L,-7.0,-53.0,25.0,TAL,Z,-3.3,not_reported,deactivation,Table 1,-5.9399999999999995,-50.196400000000004,25.543,"Cort_Cingulate Gyrus, posterior division"
21080967,17240066_C2,deactivation,Amyg,L,-21.0,-8.0,-13.0,TAL,Z,-4.33,not_reported,deactivation,Table 1,-21.3048,-8.3484,-11.5577,Sub_Left Amygdala
21080967,17240066_C2,deactivation,DLPFC,L,-20.0,49.0,9.0,TAL,Z,-3.0,not_reported,deactivation,Table 1,-19.4436,47.885200000000005,5.893600000000001,unassigned
21080967,17240066_C2,deactivation,VMPFC,R,8.0,41.0,-6.0,TAL,Z,-4.15,not_reported,deactivation,Table 1,7.6823999999999995,39.444799999999994,-7.501900000000001,Cort_Paracingulate Gyrus
21080967,17240066_C2,deactivation,aInsula,L,-34.0,7.0,-4.0,TAL,Z,-3.16,not_reported,deactivation,Table 1,-33.8184,6.5976,-4.0151,unassigned
21080967,17240066_C2,deactivation,Septal Area,midline,2.0,0.0,8.0,TAL,Z,-3.57,not_reported,deactivation,Table 1,2.2968,0.368,7.3512,unassigned
21080967,17240066_C2,deactivation,SMA,L,-6.0,-19.0,51.0,TAL,Z,-4.15,not_reported,deactivation,Table 1,-3.9203999999999994,-16.0612,47.7854,Cort_Precentral Gyrus
21080967,17240066_C2,deactivation,SI (3b/1),L,-42.0,-32.0,45.0,TAL,Z,-4.08,not_reported,deactivation,Table 1,-39.797999999999995,-28.9316,42.9025,Cort_Postcentral Gyrus
21080967,17240066_C2,deactivation,Thalamus,R,13.0,-12.0,13.0,TAL,Z,-2.85,not_reported,deactivation,Table 1,13.384799999999998,-11.0276,12.527700000000001,Sub_Right Thalamus
21080967,17240066_C3,group_comparison,pgACC (24/32)/VMPFC,L,-3.0,34.0,-3.0,TAL,Z,3.14,not_reported,activation,Table 2,-3.0888,32.8012,-4.4057,"Cort_Cingulate Gyrus, anterior division"
21080967,17240066_C3,group_comparison,Hippocampus,L,-30.0,-21.0,-9.0,TAL,Z,3.17,not_reported,activation,Table 2,-30.0564,-20.7588,-7.251600000000002,unassigned
21080967,17240066_C3,group_comparison,pInsula,L,-38.0,-10.0,10.0,TAL,Z,2.83,not_reported,activation,Table 2,-37.224,-9.228000000000002,9.674,Cort_Insular Cortex
21080967,17240066_C3,group_comparison,SI,L,-25.0,-27.0,59.0,TAL,Z,4.8,not_reported,activation,Table 2,-22.4136,-23.4436,55.5246,unassigned
21080967,17240066_C3,group_comparison,SII,L,-54.0,-16.0,14.0,TAL,Z,3.66,not_reported,activation,Table 2,-52.9056,-14.8568,13.640600000000001,Cort_Central Opercular Cortex
21080967,17240066_C4,group_comparison,LatHypothA,L,-8.0,-8.0,-7.0,TAL,Z,3.37,not_reported,activation,Table 3,-8.1972,-8.0724,-6.044300000000001,unassigned
21080967,17240066_C5,deactivation,amACC (24),R,7.0,28.0,23.0,TAL,Z,-3.27,not_reported,deactivation,Table 3,7.8408,28.1844,19.7767,"Cort_Cingulate Gyrus, anterior division"
21080967,17240066_C5,deactivation,Amygdala,L,-22.0,-8.0,-11.0,TAL,Z,-3.79,not_reported,deactivation,Table 3,-22.215600000000002,-8.2564,-9.7199,Sub_Left Amygdala
21080967,17240066_C5,deactivation,VMPFC,R,12.0,48.0,-11.0,TAL,Z,-3.37,not_reported,deactivation,Table 3,11.444399999999998,45.9964,-12.4359,unassigned
21080967,17240066_C5,deactivation,aInsula,R,37.0,2.0,3.0,TAL,Z,-3.54,not_reported,deactivation,Table 3,36.7488,2.0756,2.6597000000000004,unassigned
21080967,17240066_C5,deactivation,a/pInsula,L,-37.0,-3.0,7.0,TAL,Z,-3.95,not_reported,deactivation,Table 3,-36.3528,-2.5844,6.577800000000001,Cort_Insular Cortex
21080967,17240066_C5,deactivation,SI (3b/1),L,-21.0,-28.0,55.0,TAL,Z,-4.37,not_reported,deactivation,Table 3,-18.612,-24.5964,51.8975,unassigned
21080967,17240066_C6,group_comparison,cuneus,L,-16.0,-74.0,28.0,TAL,Z,-3.66,not_reported,activation,Table 3,-14.7312,-70.4032,29.3182,Cort_Precuneous Cortex
21080967,17240066_C6,group_comparison,SMG (40),R,59.0,-36.0,37.0,TAL,Z,3.96,not_reported,activation,Table 3,59.8752,-33.174800000000005,35.74530000000001,"Cort_Supramarginal Gyrus, anterior division"
21080967,17240066_C6,group_comparison,SPL (7),R,29.0,-50.0,60.0,TAL,Z,-3.55,not_reported,activation,Table 3,31.086000000000002,-45.68,57.559,Cort_Superior Parietal Lobule
21080967,17240066_C6,group_comparison,VMPFC,midline,-1.0,43.0,-7.0,TAL,Z,2.85,not_reported,activation,Table 3,-1.2671999999999999,41.3364,-8.517800000000001,Cort_Paracingulate Gyrus
21080967,17240066_SR_C1,sham_gt_rest,"Bilateral PAG and surrounding areas (midbrain tegmentum, substantia nigra, raphe nucleus, hypothalamus, striatum, globus pallidum, left insula, thalamus, hippocampus, brain stem, cerebellum)",midline,0.0,-27.0,-9.0,MNI,Z,not_reported,5989,activation,Table 1,0.0,-27.0,-9.0,Sub_Brain-Stem
21080967,17240066_SR_C1,sham_gt_rest,Right frontal operculum/inferior frontal gyrus,R,45.0,21.0,15.0,MNI,Z,5.52,not_reported,activation,Table 1,45.0,21.0,15.0,unassigned
21080967,17240066_SR_C1,sham_gt_rest,Right anterior insula/inferior frontal gyrus,R,42.0,27.0,3.0,MNI,Z,5.39,not_reported,activation,Table 1,42.0,27.0,3.0,Cort_Frontal Opercular Cortex
21080967,17240066_SR_C1,sham_gt_rest,"Bilateral ACC/MPFC, MCC",midline,0.0,35.0,27.0,MNI,Z,5.44,not_reported,activation,Table 1,0.0,35.0,27.0,Cort_Paracingulate Gyrus
21080967,17240066_SR_C1,sham_gt_rest,Left postcentral gyrus/inferior parietal lobule,R,63.0,-24.0,42.0,MNI,Z,5.45,146,activation,Table 1,63.0,-24.0,42.0,"Cort_Supramarginal Gyrus, anterior division"
21080967,17240066_SR_C1,sham_gt_rest,Right inferior parietal lobule,L,-66.0,-33.0,33.0,MNI,Z,5.37,72,activation,Table 1,-66.0,-33.0,33.0,"Cort_Supramarginal Gyrus, anterior division"
21080967,17240066_SR_C1,sham_gt_rest,Bilateral PCC/precuneus,R,15.0,-36.0,42.0,MNI,Z,5.16,190,activation,Table 1,15.0,-36.0,42.0,"Cort_Cingulate Gyrus, posterior division"
21080967,17240066_SR_C1,sham_gt_rest,Right occipital gyrus,R,42.0,-81.0,27.0,MNI,Z,4.12,42,activation,Table 1,42.0,-81.0,27.0,"Cort_Lateral Occipital Cortex, superior division"
22291848,cont_FC_postEA_CV4_vs_rest_increased,verum_post_gt_pre,MPF,left,-12.0,48.0,-8.0,MNI,T,4.8,not_reported,increased,table,-12.0,48.0,-8.0,Cort_Frontal Medial Cortex
22291848,cont_FC_postEA_CV4_vs_rest_increased,verum_post_gt_pre,MPF,right,8.0,48.0,-14.0,MNI,T,5.9,not_reported,increased,table,8.0,48.0,-14.0,Cort_Frontal Medial Cortex
22291848,cont_FC_postEA_CV4_vs_rest_increased,verum_post_gt_pre,Ventra ACC,left,-6.0,44.0,-4.0,MNI,T,4.3,not_reported,increased,table,-6.0,44.0,-4.0,Cort_Paracingulate Gyrus
22291848,cont_FC_postEA_CV4_vs_rest_increased,verum_post_gt_pre,Ventra ACC,right,4.0,40.0,-10.0,MNI,T,5.32,not_reported,increased,table,4.0,40.0,-10.0,Cort_Paracingulate Gyrus
22291848,cont_FC_postEA_CV4_vs_rest_increased,verum_post_gt_pre,BA25,left,-8.0,12.0,-12.0,MNI,T,2.8,not_reported,increased,table,-8.0,12.0,-12.0,unassigned
22291848,cont_FC_postEA_CV4_vs_rest_increased,verum_post_gt_pre,BA25,right,2.0,14.0,-14.0,MNI,T,3,not_reported,increased,table,2.0,14.0,-14.0,Cort_Subcallosal Cortex
22291848,cont_FC_postEA_CV4_vs_rest_increased,verum_post_gt_pre,FP,left,-16.0,60.0,10.0,MNI,T,2.1,not_reported,increased,table,-16.0,60.0,10.0,unassigned
22291848,cont_FC_postEA_CV4_vs_rest_increased,verum_post_gt_pre,Hypothalamus,not_reported,2.0,4.0,-12.0,MNI,T,2.76,not_reported,increased,table,2.0,4.0,-12.0,unassigned
22291848,cont_FC_postEA_CV4_vs_rest_increased,verum_post_gt_pre,"Hp, HP",left,-34.0,-30.0,-8.0,MNI,T,3.5,not_reported,increased,table,-34.0,-30.0,-8.0,Sub_Left Hippocampus
22291848,cont_FC_postEA_CV4_vs_rest_increased,verum_post_gt_pre,"Hp, HP",right,18.0,-14.0,-20.0,MNI,T,2.01,not_reported,increased,table,18.0,-14.0,-20.0,Sub_Right Hippocampus
22291848,cont_FC_postEA_CV4_vs_rest_increased,verum_post_gt_pre,SN,right,14.0,-12.0,-10.0,MNI,T,2.14,not_reported,increased,table,14.0,-12.0,-10.0,unassigned
22291848,cont_FC_postEA_CV4_vs_rest_increased,verum_post_gt_pre,PCC,left,-10.0,-72.0,50.0,MNI,T,1.88,not_reported,increased,table,-10.0,-72.0,50.0,"Cort_Lateral Occipital Cortex, superior division"
22291848,cont_FC_postEA_CV4_vs_rest_increased,verum_post_gt_pre,LMF,left,-38.0,24.0,40.0,MNI,T,2.8,not_reported,increased,table,-38.0,24.0,40.0,Cort_Middle Frontal Gyrus
22291848,cont_FC_postEA_CV4_vs_rest_increased,verum_post_gt_pre,Marginal gyrus,right,54.0,-32.0,38.0,MNI,T,2.67,not_reported,increased,table,54.0,-32.0,38.0,unassigned
22291848,cont_FC_postEA_CV4_vs_rest_increased,verum_post_gt_pre,PAG,left,-6.0,-34.0,-8.0,MNI,T,2.7,not_reported,increased,table,-6.0,-34.0,-8.0,Sub_Brain-Stem
22291848,cont_FC_postEA_CV4_vs_rest_increased,verum_post_gt_pre,Cerebellum,left,-10.0,-46.0,-58.0,MNI,T,3.7,not_reported,increased,table,-10.0,-46.0,-58.0,unassigned
22291848,cont_FC_postEA_CV12_vs_rest_increased,verum_post_gt_pre,MPF,left,-4.0,44.0,-14.0,MNI,T,4.5,not_reported,increased,table,-4.0,44.0,-14.0,Cort_Frontal Medial Cortex
22291848,cont_FC_postEA_CV12_vs_rest_increased,verum_post_gt_pre,MPF,right,6.0,48.0,-10.0,MNI,T,3.32,not_reported,increased,table,6.0,48.0,-10.0,Cort_Frontal Medial Cortex
22291848,cont_FC_postEA_CV12_vs_rest_increased,verum_post_gt_pre,Orbital F,right,18.0,48.0,-12.0,MNI,T,3.09,not_reported,increased,table,18.0,48.0,-12.0,unassigned
22291848,cont_FC_postEA_CV12_vs_rest_increased,verum_post_gt_pre,Ventra ACC,left,-8.0,40.0,2.0,MNI,T,3.8,not_reported,increased,table,-8.0,40.0,2.0,"Cort_Cingulate Gyrus, anterior division"
22291848,cont_FC_postEA_CV12_vs_rest_increased,verum_post_gt_pre,Ventra ACC,right,6.0,34.0,-12.0,MNI,T,4.54,not_reported,increased,table,6.0,34.0,-12.0,Cort_Frontal Medial Cortex
22291848,cont_FC_postEA_CV12_vs_rest_increased,verum_post_gt_pre,BA25,left,-6.0,18.0,-18.0,MNI,T,2.8,not_reported,increased,table,-6.0,18.0,-18.0,Cort_Subcallosal Cortex
22291848,cont_FC_postEA_CV12_vs_rest_increased,verum_post_gt_pre,BA25,right,4.0,10.0,-14.0,MNI,T,2.34,not_reported,increased,table,4.0,10.0,-14.0,Cort_Subcallosal Cortex
22291848,cont_FC_postEA_CV12_vs_rest_increased,verum_post_gt_pre,"Hp, HP",left,-40.0,-28.0,-18.0,MNI,T,3.8,not_reported,increased,table,-40.0,-28.0,-18.0,"Cort_Temporal Fusiform Cortex, posterior division"
22291848,cont_FC_postEA_CV12_vs_rest_increased,verum_post_gt_pre,Amygdala,right,24.0,-8.0,-20.0,MNI,T,2.34,not_reported,increased,table,24.0,-8.0,-20.0,Sub_Right Hippocampus
22291848,cont_FC_postEA_CV12_vs_rest_increased,verum_post_gt_pre,TP,right,38.0,18.0,-42.0,MNI,T,3.24,not_reported,increased,table,38.0,18.0,-42.0,Cort_Temporal Pole
22291848,cont_FC_postEA_CV12_vs_rest_increased,verum_post_gt_pre,SN,right,14.0,-12.0,-12.0,MNI,T,2.49,not_reported,increased,table,14.0,-12.0,-12.0,unassigned
22291848,cont_FC_postEA_CV12_vs_rest_increased,verum_post_gt_pre,LMF,left,-24.0,20.0,42.0,MNI,T,2.6,not_reported,increased,table,-24.0,20.0,42.0,unassigned
22291848,cont_FC_postEA_CV12_vs_rest_increased,verum_post_gt_pre,PAG,left,-4.0,-36.0,-8.0,MNI,T,2.46,not_reported,increased,table,-4.0,-36.0,-8.0,Sub_Brain-Stem
22291848,cont_FC_postEA_CV12_vs_rest_increased,verum_post_gt_pre,Cerebellum,left,-8.0,-76.0,-35.0,MNI,T,2.71,not_reported,increased,table,-8.0,-76.0,-35.0,unassigned
22291848,cont_FC_postEA_CV4_vs_CV12,group_comparison,Amygdala,right,24.0,-8.0,-20.0,MNI,T,2.5,not_reported,CV4 > CV12,table,24.0,-8.0,-20.0,Sub_Right Hippocampus
22291848,cont_FC_postEA_CV4_vs_CV12,group_comparison,Marginal gyrus,right,44.0,-34.0,22.0,MNI,T,2.6,not_reported,CV4 > CV12,table,44.0,-34.0,22.0,Cort_Parietal Opercular Cortex
22291848,22474503_C1,verum_post_gt_pre,MPF,L,-12.0,48.0,-8.0,MNI,t,4.8,not_reported,Enhanced local functional connectivity,Table 1,-12.0,48.0,-8.0,Cort_Frontal Medial Cortex
22291848,22474503_C1,verum_post_gt_pre,MPF,R,8.0,48.0,-14.0,MNI,t,5.9,not_reported,Enhanced local functional connectivity,Table 1,8.0,48.0,-14.0,Cort_Frontal Medial Cortex
22291848,22474503_C1,verum_post_gt_pre,Orbital F,R,16.0,48.0,-12.0,MNI,t,5.67,not_reported,Enhanced local functional connectivity,Table 1,16.0,48.0,-12.0,unassigned
22291848,22474503_C1,verum_post_gt_pre,Ventra ACC,L,-6.0,44.0,-4.0,MNI,t,4.3,not_reported,Enhanced local functional connectivity,Table 1,-6.0,44.0,-4.0,Cort_Paracingulate Gyrus
22291848,22474503_C1,verum_post_gt_pre,Ventra ACC,R,4.0,40.0,-10.0,MNI,t,5.32,not_reported,Enhanced local functional connectivity,Table 1,4.0,40.0,-10.0,Cort_Paracingulate Gyrus
22291848,22474503_C1,verum_post_gt_pre,Ventra ACC,L,-8.0,12.0,-12.0,MNI,t,2.8,not_reported,Enhanced local functional connectivity,Table 1,-8.0,12.0,-12.0,unassigned
22291848,22474503_C1,verum_post_gt_pre,Ventra ACC,midline,2.0,14.0,-14.0,MNI,t,3.0,not_reported,Enhanced local functional connectivity,Table 1,2.0,14.0,-14.0,Cort_Subcallosal Cortex
22291848,22474503_C1,verum_post_gt_pre,FP,L,-16.0,60.0,10.0,MNI,t,2.1,not_reported,Enhanced local functional connectivity,Table 1,-16.0,60.0,10.0,unassigned
22291848,22474503_C1,verum_post_gt_pre,Hypothalamus,midline,2.0,4.0,-12.0,MNI,t,2.76,not_reported,Enhanced local functional connectivity,Table 1,2.0,4.0,-12.0,unassigned
22291848,22474503_C1,verum_post_gt_pre,"Hp, HP",L,-34.0,-30.0,-8.0,MNI,t,3.5,not_reported,Enhanced local functional connectivity,Table 1,-34.0,-30.0,-8.0,Sub_Left Hippocampus
22291848,22474503_C1,verum_post_gt_pre,"Hp, HP",R,18.0,-14.0,-20.0,MNI,t,2.01,not_reported,Enhanced local functional connectivity,Table 1,18.0,-14.0,-20.0,Sub_Right Hippocampus
22291848,22474503_C1,verum_post_gt_pre,SN,R,14.0,-12.0,-10.0,MNI,t,2.14,not_reported,Enhanced local functional connectivity,Table 1,14.0,-12.0,-10.0,unassigned
22291848,22474503_C1,verum_post_gt_pre,PCC,L,-10.0,-72.0,50.0,MNI,t,1.88,not_reported,Enhanced local functional connectivity,Table 1,-10.0,-72.0,50.0,"Cort_Lateral Occipital Cortex, superior division"
22291848,22474503_C1,verum_post_gt_pre,LMF,L,-38.0,24.0,40.0,MNI,t,2.8,not_reported,Enhanced local functional connectivity,Table 1,-38.0,24.0,40.0,Cort_Middle Frontal Gyrus
22291848,22474503_C1,verum_post_gt_pre,Marginal gyrus,R,54.0,-32.0,38.0,MNI,t,2.67,not_reported,Enhanced local functional connectivity,Table 1,54.0,-32.0,38.0,unassigned
22291848,22474503_C1,verum_post_gt_pre,PAG,L,-6.0,-34.0,-8.0,MNI,t,2.7,not_reported,Enhanced local functional connectivity,Table 1,-6.0,-34.0,-8.0,Sub_Brain-Stem
22291848,22474503_C1,verum_post_gt_pre,Cerebellum,L,-10.0,-46.0,-58.0,MNI,t,3.7,not_reported,Enhanced local functional connectivity,Table 1,-10.0,-46.0,-58.0,unassigned
22291848,22474503_C2,verum_post_gt_pre,MPF,L,-4.0,44.0,-14.0,MNI,t,4.5,not_reported,Enhanced local functional connectivity,Table 1,-4.0,44.0,-14.0,Cort_Frontal Medial Cortex
22291848,22474503_C2,verum_post_gt_pre,MPF,R,6.0,48.0,-10.0,MNI,t,3.32,not_reported,Enhanced local functional connectivity,Table 1,6.0,48.0,-10.0,Cort_Frontal Medial Cortex
22291848,22474503_C2,verum_post_gt_pre,Orbital F,R,18.0,48.0,-12.0,MNI,t,3.09,not_reported,Enhanced local functional connectivity,Table 1,18.0,48.0,-12.0,unassigned
22291848,22474503_C2,verum_post_gt_pre,Ventra ACC,L,-8.0,40.0,2.0,MNI,t,3.8,not_reported,Enhanced local functional connectivity,Table 1,-8.0,40.0,2.0,"Cort_Cingulate Gyrus, anterior division"
22291848,22474503_C2,verum_post_gt_pre,Ventra ACC,R,6.0,34.0,-12.0,MNI,t,4.54,not_reported,Enhanced local functional connectivity,Table 1,6.0,34.0,-12.0,Cort_Frontal Medial Cortex
22291848,22474503_C2,verum_post_gt_pre,Ventra ACC,L,-6.0,18.0,-18.0,MNI,t,2.8,not_reported,Enhanced local functional connectivity,Table 1,-6.0,18.0,-18.0,Cort_Subcallosal Cortex
22291848,22474503_C2,verum_post_gt_pre,Ventra ACC,R,4.0,10.0,-14.0,MNI,t,2.34,not_reported,Enhanced local functional connectivity,Table 1,4.0,10.0,-14.0,Cort_Subcallosal Cortex
22291848,22474503_C2,verum_post_gt_pre,"Hp, HP",L,-40.0,-28.0,-18.0,MNI,t,3.8,not_reported,Enhanced local functional connectivity,Table 1,-40.0,-28.0,-18.0,"Cort_Temporal Fusiform Cortex, posterior division"
22291848,22474503_C2,verum_post_gt_pre,Amygdala,R,24.0,-8.0,-20.0,MNI,t,2.5,not_reported,Enhanced local functional connectivity,Table 1,24.0,-8.0,-20.0,Sub_Right Hippocampus
22291848,22474503_C2,verum_post_gt_pre,TP,R,38.0,18.0,-42.0,MNI,t,3.24,not_reported,Enhanced local functional connectivity,Table 1,38.0,18.0,-42.0,Cort_Temporal Pole
22291848,22474503_C2,verum_post_gt_pre,SN,R,14.0,-12.0,-12.0,MNI,t,2.49,not_reported,Enhanced local functional connectivity,Table 1,14.0,-12.0,-12.0,unassigned
22291848,22474503_C2,verum_post_gt_pre,LMF,L,-24.0,20.0,42.0,MNI,t,2.6,not_reported,Enhanced local functional connectivity,Table 1,-24.0,20.0,42.0,unassigned
22291848,22474503_C2,verum_post_gt_pre,Marginal gyrus,R,44.0,-34.0,22.0,MNI,t,2.6,not_reported,Enhanced local functional connectivity,Table 1,44.0,-34.0,22.0,Cort_Parietal Opercular Cortex
