pmid,raw_type,std_type,raw_value,parsed_value,t_value,n,status
36922926,t,t,3.53786,3.53786,3.53786,44.0,converted
36922926,t,t,4.00158,4.00158,4.00158,44.0,converted
36922926,t,t,4.14463,4.14463,4.14463,44.0,converted
36922926,t,t,4.08554,4.08554,4.08554,44.0,converted
36922926,t,t,3.94765,3.94765,3.94765,44.0,converted
36922926,t,t,3.78277,3.78277,3.78277,44.0,converted
36922926,t,t,3.35485,3.35485,3.35485,44.0,converted
36922926,t,t,3.8354,3.8354,3.8354,44.0,converted
36922926,t,t,3.88859,3.88859,3.88859,44.0,converted
36922926,t,t,3.53786,3.53786,3.53786,44.0,converted
34949986,t-value,t,4.99,4.99,4.99,38.0,converted
34949986,t-value,t,-5.48,-5.48,-5.48,38.0,converted
34949986,t-value,t,-5.31,-5.31,-5.31,38.0,converted
34949986,t-value,t,5.21,5.21,5.21,38.0,converted
34949986,t-value,t,4.88,4.88,4.88,38.0,converted
34949986,t-value,t,-5.71,-5.71,-5.71,38.0,converted
34949986,t-value,t,-5.35,-5.35,-5.35,38.0,converted
34949986,t-value,t,5.06,5.06,5.06,38.0,converted
34949986,t-value,t,-5.06,-5.06,-5.06,38.0,converted
34949986,t-value,t,5.12,5.12,5.12,38.0,converted
34949986,t-value,t,5.19,5.19,5.19,38.0,converted
34949986,t-value,t,-5.44,-5.44,-5.44,38.0,converted
34949986,t-value,t,-4.84,-4.84,-4.84,38.0,converted
34949986,t-value,t,6.10,6.1,6.1,38.0,converted
34949986,t-value,t,4.18,4.18,4.18,38.0,converted
34949986,t-value,t,-4.75,-4.75,-4.75,38.0,converted
34949986,t-value,t,-4.58,-4.58,-4.58,38.0,converted
34949986,t-value,t,5.16,5.16,5.16,38.0,converted
34949986,t-value,t,-5.43,-5.43,-5.43,38.0,converted
34949986,t-value,t,-5.12,-5.12,-5.12,38.0,converted
34949986,t-value,t,-4.68,-4.68,-4.68,38.0,converted
34949986,t,t,4.99,4.99,4.99,38.0,converted
34949986,t,t,-5.48,-5.48,-5.48,38.0,converted
34949986,t,t,-5.31,-5.31,-5.31,38.0,converted
34949986,t,t,5.21,5.21,5.21,38.0,converted
34949986,t,t,4.88,4.88,4.88,38.0,converted
34949986,t,t,-5.71,-5.71,-5.71,38.0,converted
34949986,t,t,-5.35,-5.35,-5.35,38.0,converted
34949986,t,t,5.06,5.06,5.06,38.0,converted
34949986,t,t,-5.06,-5.06,-5.06,38.0,converted
34949986,t,t,5.12,5.12,5.12,38.0,converted
34949986,t,t,5.19,5.19,5.19,38.0,converted
34949986,t,t,-5.44,-5.44,-5.44,38.0,converted
34949986,t,t,-4.84,-4.84,-4.84,38.0,converted
34949986,t,t,6.1,6.1,6.1,38.0,converted
34949986,t,t,4.18,4.18,4.18,38.0,converted
34949986,t,t,-4.75,-4.75,-4.75,38.0,converted
34949986,t,t,-4.58,-4.58,-4.58,38.0,converted
34949986,t,t,5.16,5.16,5.16,38.0,converted
34949986,t,t,-5.43,-5.43,-5.43,38.0,converted
34949986,t,t,-5.12,-5.12,-5.12,38.0,converted
34949986,t,t,-4.68,-4.68,-4.68,38.0,converted
35734477,t,t,4.7498,4.7498,4.7498,105.0,converted
35734477,t,t,4.6052,4.6052,4.6052,105.0,converted
35734477,t,t,3.7494,3.7494,3.7494,105.0,converted
35734477,t,t,4.6556,4.6556,4.6556,105.0,converted
35734477,t,t,4.5514,4.5514,4.5514,105.0,converted
35734477,t,t,4.1554,4.1554,4.1554,105.0,converted
35734477,t,t,3.9505,3.9505,3.9505,105.0,converted
35734477,t,t,4.4965,4.4965,4.4965,105.0,converted
35734477,t,t,5.0682,5.0682,5.0682,105.0,converted
35734477,t,t,4.07,4.07,4.07,105.0,converted
35734477,t,t,4.618,4.618,4.618,105.0,converted
35734477,t,t,4.1944,4.1944,4.1944,105.0,converted
39648209,t,t,9.42,9.42,9.42,35.0,converted
39648209,t,t,8.68,8.68,8.68,35.0,converted
39648209,t,t,7.64,7.64,7.64,35.0,converted
39648209,t,t,8.7,8.7,8.7,35.0,converted
39648209,t,t,7.12,7.12,7.12,35.0,converted
39648209,t,t,7.06,7.06,7.06,35.0,converted
39648209,t,t,11.15,11.15,11.15,35.0,converted
39648209,t,t,9.78,9.78,9.78,35.0,converted
39648209,t,t,9.27,9.27,9.27,35.0,converted
39648209,t,t,9.08,9.08,9.08,35.0,converted
39648209,t,t,7.72,7.72,7.72,35.0,converted
39648209,t,t,8.77,8.77,8.77,35.0,converted
39648209,t,t,9.7,9.7,9.7,35.0,converted
39648209,t,t,8.92,8.92,8.92,35.0,converted
39648209,t,t,6.89,6.89,6.89,35.0,converted
24963329,T,t,-5.6675,-5.6675,-5.6675,15.0,converted
24963329,T,t,-4.0397,-4.0397,-4.0397,15.0,converted
24963329,T,t,5.21,5.21,5.21,15.0,converted
24963329,T,t,-6.5849,-6.5849,-6.5849,15.0,converted
24963329,T,t,-4.8703,-4.8703,-4.8703,15.0,converted
34108856,Peak Z Score,z,-3.29,-3.29,-3.6211175625266443,34.0,converted
34108856,Peak Z Score,z,3.29,3.29,3.6211175625266443,34.0,converted
34108856,Peak Z Score,z,3.33,3.33,3.673271563934167,34.0,converted
34108856,Peak Z Score,z,3.89,3.89,4.440203750313595,34.0,converted
34108856,Peak Z Score,z,3.27,3.27,3.5951603335460947,34.0,converted
34108856,Peak Z Score,z,-3.03,-3.03,-3.2896308401358727,34.0,converted
33560579,T (peak intensity),t,-5.907,-5.907,-5.907,12.0,converted
33560579,T (peak intensity),t,-4.5086,-4.5086,-4.5086,12.0,converted
33560579,T (peak intensity),t,-4.9444,-4.9444,-4.9444,12.0,converted
33560579,T (peak intensity),t,9.1426,9.1426,9.1426,12.0,converted
33560579,T (peak intensity),t,-5.6877,-5.6877,-5.6877,12.0,converted
33560579,T (peak intensity),t,-5.2453,-5.2453,-5.2453,12.0,converted
33560579,T (peak intensity),t,-4.7231,-4.7231,-4.7231,12.0,converted
33560579,T (peak intensity),t,-4.9198,-4.9198,-4.9198,12.0,converted
33560579,t,t,2.849,2.849,2.849,12.0,converted
33560579,t,t,4.369,4.369,4.369,12.0,converted
33560579,t,t,4.385,4.385,4.385,12.0,converted
33560579,t,t,2.1443,2.1443,2.1443,12.0,converted
33560579,t,t,2.1783,2.1783,2.1783,12.0,converted
33560579,t,t,3.4609,3.4609,3.4609,12.0,converted
33560579,t,t,3.5988,3.5988,3.5988,12.0,converted
33560579,t,t,2.119,2.119,2.119,12.0,converted
33560579,t,t,3.63,3.63,3.63,12.0,converted
33560579,t,t,3.559,3.559,3.559,12.0,converted
33560579,t,t,3.35,3.35,3.35,12.0,converted
33560579,t,t,3.075,3.075,3.075,12.0,converted
33560579,t,t,3.23,3.23,3.23,12.0,converted
33560579,t,t,2.39,2.39,2.39,12.0,converted
33560579,t,t,2.67,2.67,2.67,12.0,converted
33560579,t,t,2.75,2.75,2.75,12.0,converted
33560579,t,t,3.46,3.46,3.46,12.0,converted
33560579,t,t,4.33,4.33,4.33,12.0,converted
33560579,t,t,2.75,2.75,2.75,12.0,converted
33560579,t,t,2.35,2.35,2.35,12.0,converted
33560579,t,t,4.09,4.09,4.09,12.0,converted
33560579,t,t,2.82,2.82,2.82,12.0,converted
33560579,t,t,3.6,3.6,3.6,12.0,converted
33560579,t,t,not_reported,,,12.0,failed
34431029,t,t,6.5696,6.5696,6.5696,20.0,converted
34431029,t,t,5.6462,5.6462,5.6462,20.0,converted
34431029,t,t,4.1072,4.1072,4.1072,20.0,converted
34431029,t,t,4.437,4.437,4.437,20.0,converted
34431029,t,t,3.9934,3.9934,3.9934,20.0,converted
34431029,t,t,4.0215,4.0215,4.0215,20.0,converted
34431029,t,t,4.1024,4.1024,4.1024,20.0,converted
34431029,t,t,4.7741,4.7741,4.7741,20.0,converted
34431029,t,t,4.7063,4.7063,4.7063,20.0,converted
34431029,t,t,4.9814,4.9814,4.9814,20.0,converted
34431029,t,t,6.5767,6.5767,6.5767,20.0,converted
34431029,t,t,5.4515,5.4515,5.4515,20.0,converted
34431029,t,t,5.1418,5.1418,5.1418,20.0,converted
25228908,Z,z,4.53,4.53,12.134949979678016,9.0,converted
25228908,Z,z,4.26,4.26,10.069221997275212,9.0,converted
25228908,Z,z,3.81,3.81,7.4857011618290334,9.0,converted
25228908,Z,z,3.76,3.76,7.250111834348378,9.0,converted
25228908,Z,z,3.63,3.63,6.676816617262824,9.0,converted
25228908,Z,z,3.36,3.36,5.643884130547224,9.0,converted
25228908,Z,z,4.13,4.13,9.226619212768268,9.0,converted
25228908,Z,z,4.05,4.05,8.749957406227349,9.0,converted
25228908,Z,z,3.64,3.64,6.71900897511712,9.0,converted
25228908,Z,z,3.48,3.48,6.078897609247402,9.0,converted
25228908,Z,z,3.02,3.02,4.585323291063224,9.0,converted
25228908,Z,z,4.25,4.25,10.001216626998449,9.0,converted
25228908,Z,z,4.01,4.01,8.522650750591025,9.0,converted
25228908,Z,z,3.73,3.73,7.112908775557585,9.0,converted
25228908,Z,z,3.23,3.23,5.2110461249217455,9.0,converted
25228908,Z,z,3.82,3.82,7.533886465052257,9.0,converted
25228908,Z,z,3.31,3.31,5.472921267671194,9.0,converted
25228908,Z,z,3.89,3.89,7.881564999894692,9.0,converted
25228908,Z,z,3.67,3.67,6.847439756908216,9.0,converted
25228908,Z,z,3.53,3.53,6.271164699394986,9.0,converted
25228908,Z,z,3.63,3.63,6.676816617262824,9.0,converted
25228908,Z,z,-4.39,-4.39,-11.00597782329985,9.0,converted
25228908,Z,z,-4.16,-4.16,-9.41332261140794,9.0,converted
25228908,Z,z,-3.8,-3.8,-7.437876165950053,9.0,converted
25228908,Z,z,-3.48,-3.48,-6.078897609247402,9.0,converted
25228908,Z,z,-3.36,-3.36,-5.643884130547224,9.0,converted
25228908,Z,z,-3.33,-3.33,-5.540612777062437,9.0,converted
25228908,Z,z,-3.32,-3.32,-5.506652822110062,9.0,converted
25228908,Z,z,-3.6,-3.6,-6.552053251739329,9.0,converted
25228908,Z,z,-3.53,-3.53,-6.271164699394986,9.0,converted
25228908,Z,z,-3.45,-3.45,-5.966732390602681,9.0,converted
25228908,Z,z,-3.34,-3.34,-5.5748032307121305,9.0,converted
25228908,Z,z,-4.25,-4.25,-10.001216626998449,9.0,converted
25228908,Z,z,-3.63,-3.63,-6.676816617262824,9.0,converted
25228908,Z,z,-4.03,-4.03,-8.635414753106236,9.0,converted
25228908,Z,z,-4.04,-4.04,-8.692461598014056,9.0,converted
25228908,Z,z,-3.8,-3.8,-7.437876165950053,9.0,converted
25228908,Z,z,-3.53,-3.53,-6.271164699394986,9.0,converted
25228908,Z,z,-3.27,-3.27,-5.34023780339361,9.0,converted
25228908,Z,z,-3.09,-3.09,-4.7846134420241855,9.0,converted
25228908,Z,z,-3.8,-3.8,-7.437876165950053,9.0,converted
25228908,Z,z,-3.29,-3.29,-5.406135069752402,9.0,converted
25228908,Z,z,-3.18,-3.18,-5.0542771574558305,9.0,converted
25228908,Z,z,-3.02,-3.02,-4.585323291063224,9.0,converted
27812501,Z-value,z,3.64,3.64,4.0599040563047115,36.0,converted
27812501,Z-value,z,3.74,3.74,4.195952943269423,36.0,converted
27812501,Z,z,3.64,3.64,4.0599040563047115,36.0,converted
27812501,Z,z,3.74,3.74,4.195952943269423,36.0,converted
29951105,t,t,15.064,15.064,15.064,21.0,converted
29951105,t,t,8.1928,8.1928,8.1928,21.0,converted
32807158,t-value,t,-5.12,-5.12,-5.12,45.0,converted
32807158,t-value,t,-6.93,-6.93,-6.93,45.0,converted
32807158,t-value,t,4.51,4.51,4.51,45.0,converted
32807158,t-value,t,4.56,4.56,4.56,45.0,converted
35464313,t,t,4.68,4.68,4.68,115.0,converted
35464313,t,t,6.28,6.28,6.28,115.0,converted
35464313,t,t,-3.96,-3.96,-3.96,115.0,converted
35464313,t,t,4.13,4.13,4.13,115.0,converted
35464313,t,t,3.96,3.96,3.96,115.0,converted
35464313,t,t,3.98,3.98,3.98,115.0,converted
35464313,t,t,5.36,5.36,5.36,115.0,converted
35464313,t,t,4.18,4.18,4.18,115.0,converted
35464313,t,t,5.12,5.12,5.12,115.0,converted
35464313,t,t,3.68,3.68,3.68,115.0,converted
35464313,t,t,-3.99,-3.99,-3.99,115.0,converted
35464313,t,t,-5.0,-5.0,-5.0,115.0,converted
35464313,t,t,-4.57,-4.57,-4.57,115.0,converted
35464313,t,t,3.95,3.95,3.95,115.0,converted
35464313,t,t,-4.24,-4.24,-4.24,115.0,converted
23316257,t-value,t,3.91,3.91,3.91,22.0,converted
23316257,t-value,t,4.11,4.11,4.11,22.0,converted
23316257,t-value,t,3.73,3.73,3.73,22.0,converted
23316257,t-value,t,3.97,3.97,3.97,22.0,converted
23316257,t-value,t,3.77,3.77,3.77,22.0,converted
39543627,Peak Z Score,z,3.57,3.57,3.77463063979332,65.0,converted
39543627,Peak Z Score,z,3.45,3.45,3.63509931530857,65.0,converted
39543627,Peak Z Score,z,4.45,4.45,4.845479228968568,65.0,converted
26161117,Peak Z-score,z,-3.75,-3.75,-4.370795423136813,28.0,converted
26161117,Peak Z-score,z,-3.45,-3.45,-3.9302782909525176,28.0,converted
26161117,Peak Z-score,z,3.79,3.79,4.431637087922305,28.0,converted
26161117,Peak Z-score,z,3.54,3.54,4.0596183962490775,28.0,converted
26161117,Peak Z-score,z,-3.34,-3.34,-3.775268824312906,28.0,converted
26161117,Peak Z-score,z,-3.57,-3.57,-4.103252976176661,28.0,converted
26161117,Peak Z-score,z,-4.46,-4.46,-5.536927978714154,28.0,converted
26161117,Peak Z-score,z,-3.89,-3.89,-4.586060260908857,28.0,converted
26161117,Peak Z-score,z,-3.65,-3.65,-4.220926216022805,28.0,converted
26161117,Peak Z-score,z,-2.79,-2.79,-3.04531789979021,28.0,converted
26161117,Peak Z-score,z,-4.01,-4.01,-4.77591933816789,28.0,converted
26161117,Peak Z-score,z,-2.58,-2.58,-2.7838234493408867,28.0,converted
26161117,Peak Z-score,z,-4.34,-4.34,-5.325891907976293,28.0,converted
26161117,Peak Z-score,z,-3.78,-3.78,-4.41637781529801,28.0,converted
26161117,Peak Z-score,z,-3.89,-3.89,-4.586060260908857,28.0,converted
26161117,Peak Z-score,z,-4.09,-4.09,-4.905379614708361,28.0,converted
26161117,Peak Z-score,z,-3.75,-3.75,-4.370795423136813,28.0,converted
26161117,Peak Z-score,z,-4.06,-4.06,-4.856554239839484,28.0,converted
26161117,Peak Z-score,z,-3.06,-3.06,-3.394845129668153,28.0,converted
26161117,Peak Z-score,z,-3.78,-3.78,-4.41637781529801,28.0,converted
26161117,Peak Z-score,z,-4.31,-4.31,-5.274095379996111,28.0,converted
26161117,Peak Z-score,z,-4.76,-4.76,-6.093383566125904,28.0,converted
26161117,Peak Z-score,z,-4.32,-4.32,-5.29131901245609,28.0,converted
26161117,Peak Z-score,z,-3.54,-3.54,-4.0596183962490775,28.0,converted
26161117,Z,z,-3.75,-3.75,-4.370795423136813,28.0,converted
26161117,Z,z,-3.45,-3.45,-3.9302782909525176,28.0,converted
26161117,Z,z,3.79,3.79,4.431637087922305,28.0,converted
26161117,Z,z,3.54,3.54,4.0596183962490775,28.0,converted
26161117,Z,z,-3.34,-3.34,-3.775268824312906,28.0,converted
26161117,Z,z,-3.57,-3.57,-4.103252976176661,28.0,converted
26161117,Z,z,-4.46,-4.46,-5.536927978714154,28.0,converted
26161117,Z,z,-3.89,-3.89,-4.586060260908857,28.0,converted
26161117,Z,z,-3.65,-3.65,-4.220926216022805,28.0,converted
26161117,Z,z,-2.79,-2.79,-3.04531789979021,28.0,converted
26161117,Z,z,-4.01,-4.01,-4.77591933816789,28.0,converted
26161117,Z,z,-2.58,-2.58,-2.7838234493408867,28.0,converted
26161117,Z,z,-4.34,-4.34,-5.325891907976293,28.0,converted
26161117,Z,z,-3.78,-3.78,-4.41637781529801,28.0,converted
26161117,Z,z,-3.89,-3.89,-4.586060260908857,28.0,converted
26161117,Z,z,-4.09,-4.09,-4.905379614708361,28.0,converted
26161117,Z,z,-3.75,-3.75,-4.370795423136813,28.0,converted
26161117,Z,z,-4.06,-4.06,-4.856554239839484,28.0,converted
26161117,Z,z,-3.06,-3.06,-3.394845129668153,28.0,converted
26161117,Z,z,-3.78,-3.78,-4.41637781529801,28.0,converted
26161117,Z,z,-4.31,-4.31,-5.274095379996111,28.0,converted
26161117,Z,z,-4.76,-4.76,-6.093383566125904,28.0,converted
26161117,Z,z,-4.32,-4.32,-5.29131901245609,28.0,converted
26161117,Z,z,-3.54,-3.54,-4.0596183962490775,28.0,converted
25741269,T-value,t,9.42,9.42,9.42,45.0,converted
25741269,T-value,t,8.68,8.68,8.68,45.0,converted
25741269,T-value,t,7.64,7.64,7.64,45.0,converted
25741269,T-value,t,−7.59,-7.59,-7.59,45.0,converted
25741269,T-value,t,8.70,8.7,8.7,45.0,converted
25741269,T-value,t,−7.67,-7.67,-7.67,45.0,converted
25741269,T-value,t,−7.10,-7.1,-7.1,45.0,converted
25741269,T-value,t,−8.26,-8.26,-8.26,45.0,converted
25741269,T-value,t,−6.42,-6.42,-6.42,45.0,converted
25741269,T-value,t,7.12,7.12,7.12,45.0,converted
25741269,T-value,t,−6.44,-6.44,-6.44,45.0,converted
25741269,T-value,t,7.06,7.06,7.06,45.0,converted
25741269,T-value,t,11.15,11.15,11.15,45.0,converted
25741269,T-value,t,9.78,9.78,9.78,45.0,converted
25741269,T-value,t,−9.68,-9.68,-9.68,45.0,converted
25741269,T-value,t,9.27,9.27,9.27,45.0,converted
25741269,T-value,t,−7.96,-7.96,-7.96,45.0,converted
25741269,T-value,t,−9.01,-9.01,-9.01,45.0,converted
25741269,T-value,t,−8.23,-8.23,-8.23,45.0,converted
25741269,T-value,t,9.08,9.08,9.08,45.0,converted
25741269,T-value,t,−7.42,-7.42,-7.42,45.0,converted
25741269,T-value,t,7.72,7.72,7.72,45.0,converted
25741269,T-value,t,−6.85,-6.85,-6.85,45.0,converted
25741269,T-value,t,8.77,8.77,8.77,45.0,converted
25741269,T-value,t,−6.62,-6.62,-6.62,45.0,converted
25741269,T-value,t,−6.95,-6.95,-6.95,45.0,converted
25741269,T-value,t,−6.47,-6.47,-6.47,45.0,converted
25741269,T-value,t,9.70,9.7,9.7,45.0,converted
25741269,T-value,t,−6.85,-6.85,-6.85,45.0,converted
25741269,T-value,t,8.92,8.92,8.92,45.0,converted
25741269,T-value,t,−8.67,-8.67,-8.67,45.0,converted
25741269,T-value,t,−7.25,-7.25,-7.25,45.0,converted
25741269,T-value,t,−6.59,-6.59,-6.59,45.0,converted
25741269,T-value,t,−5.81,-5.81,-5.81,45.0,converted
25741269,T-value,t,6.89,6.89,6.89,45.0,converted
25741269,T-value,t,−6.48,-6.48,-6.48,45.0,converted
25741269,T-value,t,6.51,6.51,6.51,45.0,converted
25741269,T-value,t,7.93,7.93,7.93,45.0,converted
25741269,T-value,t,7.61,7.61,7.61,45.0,converted
25741269,T-value,t,−8.90,-8.9,-8.9,45.0,converted
25741269,T-value,t,−7.58,-7.58,-7.58,45.0,converted
25741269,T-value,t,6.42,6.42,6.42,45.0,converted
25741269,T-value,t,−7.01,-7.01,-7.01,45.0,converted
25741269,T-value,t,6.27,6.27,6.27,45.0,converted
39368604,Peak z value,z,3.70,3.7,4.141270304738968,36.0,converted
39368604,Peak z value,z,3.87,3.87,4.376173044504732,36.0,converted
39368604,Peak z value,z,3.44,3.44,3.794149560045125,36.0,converted
39368604,Peak z value,z,3.55,3.55,3.9392957372611073,36.0,converted
39368604,Peak z value,z,3.40,3.4,3.7419658533080904,36.0,converted
39368604,Peak z value,z,3.83,3.83,4.320305829694514,36.0,converted
39368604,Peak z value,z,3.88,3.88,4.3901985918538955,36.0,converted
39368604,Peak z value,z,3.79,3.79,4.264809938456418,36.0,converted
39368604,Peak z value,z,3.34,3.34,3.664269310593458,36.0,converted
39368604,Peak z value,z,3.27,3.27,3.574480265124248,36.0,converted
39368604,Z,z,3.7,3.7,4.141270304738968,36.0,converted
39368604,Z,z,3.87,3.87,4.376173044504732,36.0,converted
39368604,Z,z,3.44,3.44,3.794149560045125,36.0,converted
39368604,Z,z,3.55,3.55,3.9392957372611073,36.0,converted
39368604,Z,z,3.4,3.4,3.7419658533080904,36.0,converted
39368604,Z,z,3.83,3.83,4.320305829694514,36.0,converted
39368604,Z,z,3.88,3.88,4.3901985918538955,36.0,converted
39368604,Z,z,3.79,3.79,4.264809938456418,36.0,converted
39368604,Z,z,3.34,3.34,3.664269310593458,36.0,converted
39368604,Z,z,3.27,3.27,3.574480265124248,36.0,converted
30914909,T value,t,−4.01,-4.01,-4.01,24.0,converted
30914909,T value (Tmax),t,−4.68,-4.68,-4.68,24.0,converted
30914909,Tmax,t,−3.71,-3.71,-3.71,24.0,converted
30914909,Tmax,t,−3.57,-3.57,-3.57,24.0,converted
30914909,Tmax,t,−3.48,-3.48,-3.48,24.0,converted
30914909,Tmax,t,−3.42,-3.42,-3.42,24.0,converted
30914909,Tmax,t,−3.80,-3.8,-3.8,24.0,converted
30914909,Tmax,t,−3.13,-3.13,-3.13,24.0,converted
30914909,Tmax,t,−5.06,-5.06,-5.06,24.0,converted
30914909,Tmax,t,−2.94,-2.94,-2.94,24.0,converted
30914909,Tmax,t,−2.74,-2.74,-2.74,24.0,converted
30914909,Tmax,t,−6.00,-6.0,-6.0,24.0,converted
30914909,Tmax,t,−6.05,-6.05,-6.05,24.0,converted
30914909,Tmax,t,−7.04,-7.04,-7.04,24.0,converted
25525442,t-value,t,3.30,3.3,3.3,31.0,converted
25525442,t-value,t,3.18,3.18,3.18,31.0,converted
25525442,t-value,t,2.68,2.68,2.68,31.0,converted
25525442,t-value,t,3.14,3.14,3.14,31.0,converted
25525442,t-value,t,3.12,3.12,3.12,31.0,converted
25525442,t-value,t,3.53,3.53,3.53,31.0,converted
25525442,t-value,t,3.08,3.08,3.08,31.0,converted
25525442,t-value,t,3.05,3.05,3.05,31.0,converted
25525442,t-value,t,3.17,3.17,3.17,31.0,converted
26839078,Z,z,4.04,4.04,4.21815991721014,104.0,converted
26839078,Z,z,3.91,3.91,4.071789289898769,104.0,converted
26839078,Z,z,4.15,4.15,4.34289216671447,104.0,converted
26839078,Z,z,4.04,4.04,4.21815991721014,104.0,converted
26839078,Z,z,3.91,3.91,4.071789289898769,104.0,converted
26839078,Z,z,4.15,4.15,4.34289216671447,104.0,converted
23152865,Z,z,2.91,2.91,3.0969587678106234,41.0,converted
23152865,Z,z,2.49,2.49,2.610117180123828,41.0,converted
23152865,Z,z,3.04,3.04,3.2521820924216582,41.0,converted
23152865,Z,z,4.04,4.04,4.536188957927571,41.0,converted
23152865,Z,z,2.64,2.64,2.781574912475841,41.0,converted
23152865,Z,z,2.79,2.79,2.9556645996334336,41.0,converted
23152865,Z,z,3.72,3.72,4.105972881743205,41.0,converted
23152865,Z,z,2.91,2.91,3.0969587678106234,41.0,converted
23152865,Z,z,2.49,2.49,2.610117180123828,41.0,converted
23152865,Z,z,3.04,3.04,3.2521820924216582,41.0,converted
23152865,Z,z,4.04,4.04,4.536188957927571,41.0,converted
23152865,Z,z,2.64,2.64,2.781574912475841,41.0,converted
23152865,Z,z,2.79,2.79,2.9556645996334336,41.0,converted
23152865,Z,z,3.72,3.72,4.105972881743205,41.0,converted
27803655,T-value,t,"4,35",4.35,4.35,21.0,converted
27803655,T-value,t,"4,30",4.3,4.3,21.0,converted
27803655,T-value,t,"−3,65",-3.65,-3.65,21.0,converted
27803655,T-value,t,"−3,87",-3.87,-3.87,21.0,converted
27803655,T-value,t,"4,70",4.7,4.7,21.0,converted
27803655,T-value,t,"3,93",3.93,3.93,21.0,converted
27803655,T-value,t,"−3,59",-3.59,-3.59,21.0,converted
27803655,T-value,t,"4,42",4.42,4.42,21.0,converted
27803655,T-value,t,"4,19",4.19,4.19,21.0,converted
27803655,T-value,t,"−3,76",-3.76,-3.76,21.0,converted
27803655,T-value,t,"5,12",5.12,5.12,21.0,converted
27803655,T-value,t,"−3,92",-3.92,-3.92,21.0,converted
27803655,T-value,t,"4,12",4.12,4.12,21.0,converted
27803655,T-value,t,"3,99",3.99,3.99,21.0,converted
27803655,T-value,t,"−3,29",-3.29,-3.29,21.0,converted
27803655,t,t,4.35,4.35,4.35,21.0,converted
27803655,t,t,4.3,4.3,4.3,21.0,converted
27803655,t,t,-3.65,-3.65,-3.65,21.0,converted
27803655,t,t,-3.87,-3.87,-3.87,21.0,converted
27803655,t,t,4.7,4.7,4.7,21.0,converted
27803655,t,t,3.93,3.93,3.93,21.0,converted
27803655,t,t,-3.59,-3.59,-3.59,21.0,converted
27803655,t,t,4.42,4.42,4.42,21.0,converted
27803655,t,t,4.19,4.19,4.19,21.0,converted
27803655,t,t,-3.76,-3.76,-3.76,21.0,converted
27803655,t,t,5.12,5.12,5.12,21.0,converted
27803655,t,t,-3.92,-3.92,-3.92,21.0,converted
27803655,t,t,4.12,4.12,4.12,21.0,converted
27803655,t,t,3.99,3.99,3.99,21.0,converted
27803655,t,t,-3.29,-3.29,-3.29,21.0,converted
30034336,Peak intensity,t,4.68,4.68,4.68,35.0,converted
30034336,Peak intensity,t,6.28,6.28,6.28,35.0,converted
30034336,Peak intensity,t,-3.96,-3.96,-3.96,35.0,converted
30034336,Peak intensity,t,4.13,4.13,4.13,35.0,converted
30034336,Peak intensity,t,3.96,3.96,3.96,35.0,converted
30034336,Peak intensity,t,3.98,3.98,3.98,35.0,converted
30034336,Peak intensity,t,5.36,5.36,5.36,35.0,converted
30034336,Peak intensity,t,4.18,4.18,4.18,35.0,converted
30034336,Peak intensity,t,5.12,5.12,5.12,35.0,converted
30034336,Peak intensity,t,3.68,3.68,3.68,35.0,converted
30034336,Peak intensity,t,-3.99,-3.99,-3.99,35.0,converted
30034336,Peak intensity,t,-5.00,-5.0,-5.0,35.0,converted
30034336,Peak intensity,t,-4.57,-4.57,-4.57,35.0,converted
30034336,Peak intensity,t,3.95,3.95,3.95,35.0,converted
30034336,Peak intensity,t,-4.24,-4.24,-4.24,35.0,converted
30034336,t,t,4.68,4.68,4.68,35.0,converted
30034336,t,t,6.28,6.28,6.28,35.0,converted
30034336,t,t,-3.96,-3.96,-3.96,35.0,converted
30034336,t,t,4.13,4.13,4.13,35.0,converted
30034336,t,t,3.96,3.96,3.96,35.0,converted
30034336,t,t,3.98,3.98,3.98,35.0,converted
30034336,t,t,5.36,5.36,5.36,35.0,converted
30034336,t,t,4.18,4.18,4.18,35.0,converted
30034336,t,t,5.12,5.12,5.12,35.0,converted
30034336,t,t,3.68,3.68,3.68,35.0,converted
30034336,t,t,-3.99,-3.99,-3.99,35.0,converted
30034336,t,t,-5.0,-5.0,-5.0,35.0,converted
30034336,t,t,-4.57,-4.57,-4.57,35.0,converted
30034336,t,t,3.95,3.95,3.95,35.0,converted
30034336,t,t,-4.24,-4.24,-4.24,35.0,converted
37901421,t-max,t,4.76,4.76,4.76,51.0,converted
37901421,t-max,t,3.96,3.96,3.96,51.0,converted
37901421,t-max,t,4.36,4.36,4.36,51.0,converted
37901421,t,t,4.76,4.76,4.76,51.0,converted
37901421,t,t,3.96,3.96,3.96,51.0,converted
37901421,t,t,4.36,4.36,4.36,51.0,converted
26211895,z-score (cluster peak),z,7.53,7.53,58.61330010574524,12.0,converted
26211895,z-score (cluster peak),z,5.91,5.91,19.06741692601903,12.0,converted
26211895,z-score (cluster peak),z,5.37,5.37,13.780802991470784,12.0,converted
26211895,z-score (cluster peak),z,4.93,4.93,10.741211831671947,12.0,converted
26211895,Z,z,7.53,7.53,58.61330010574524,12.0,converted
26211895,Z,z,5.91,5.91,19.06741692601903,12.0,converted
26211895,Z,z,5.37,5.37,13.780802991470784,12.0,converted
26211895,Z,z,4.93,4.93,10.741211831671947,12.0,converted
